,File,Text Segment,Code,Score
1558,s40593-023-00336-3.pdf,"Indeed, the authors stress that the use of model interpretability tools ought to
be one of the chief pursuits and the direction of future research in this ﬁeld of study.",Interpretability,0.7073203325271606
771,New_explainability_method_for_BERT-based_model_in_.pdf,The need for explainability.,Robustness,0.7072823643684387
416,3639372.pdf,"Human
evaluations assess plausibility through similarity between model rationales and human rationales
or subjective judgments.",Fidelity,0.7037615776062012
1429,ieee_iv_2024_visualizing_llms_a_brief_survey.pdf,"Available: https://transacl.org/ojs/index.php/tacl/article/view/4005
[40] A. Holzinger, A. M. Carrington, and H. M¨uller, “Measuring the quality
of explanations: The system causability scale (SCS),” K¨unstliche
Intell., vol.",Robustness,0.7022387981414795
298,3639372.pdf,"Post-hoc explainability methods can be used to analyze model feature
importance patterns to identify biases or limitations in its behavior [Du et al.",Actionability,0.7016879916191101
2204,2306.01941v2.pdf,"These approaches range from frameworks for documenting models and the
datasets they are trained on [e.g., 6, 15, 38, 58, 76, 143] to techniques for producing explanations
of individual model outputs [e.g., 102, 130, 161, 163, 184] to approaches for communicating uncer-
tainty [e.g., 19, 43, 191] and beyond.",Actionability,0.7011151909828186
2086,6658.pdf,"Faithfulness ensures that explanations accurately reflect the model’s underlying decision-making; robustness assesses 
how stable those explanations remain under minor input perturbations; localization checks whether explanations 
concentrate on clinically significant features; and complexity gauges how accessible they are to non-technical 
stakeholders.",Fidelity,0.7005454301834106
2213,2306.01941v2.pdf,"Others, like the explanations frequently
explored in the explainable AI (XAI) and interpretable ML communities, are primarily aimed at
supporting a mechanistic understanding of how the model (or system) works, by disclosing the parts
and processes [128].",Actionability,0.7004877924919128
397,3639372.pdf,"Therefore, improving the accuracy of model predictions requires
the generation of reliable explanations by LLMs, which remains a great challenge at this time.",Actionability,0.70009845495224
2393,2306.01941v2.pdf,"For our purposes, we note that at a minimum,
a good explanation should be relatively faithful to how the model actually works, understandable to
the receiver, and useful for the receiver’s end-goals—indeed, we contend that these criteria should be
broadly considered for all transparency approaches.",Fidelity,0.6992254257202148
2386,2306.01941v2.pdf,"Aside
from the explainability benefits—these rationales are faithful to the model’s behavior by design—one
might argue that these more “principled” models could be expected to be more robust.",Actionability,0.6983527541160583
856,Responsible_Generative_AI_A_Comprehensive_Study_to_Explain_LLMs.pdf,"The ability to understand the inner workings of a model 
through 
visual/mathematical 
aid 
is 
referred 
to 
as 
interpretability.",Interpretability,0.6981953978538513
2554,2306.01941v2.pdf,Manipulating and measuring model interpretability.,Actionability,0.6981891393661499
446,3639372.pdf,"There are several model-level principles to which explanation methods should adhere in order to
be faithful, which include implementation invariance, input invariance, input sensitivity, complete-
ness, polarity consistency, prediction consistency, and sufficiency.",Actionability,0.6981861591339111
1953,Survey__Making_LLMs_Explainable_via_KRR.pdf,"A key research gap is the absence of standardized bench-
marks for explainability, forcing many studies to rely on ad
hoc criteria [Naretto et al., 2022].",Actionability,0.6981145739555359
765,New_explainability_method_for_BERT-based_model_in_.pdf,"The 
explainability of the system’s decision is equally crucial in real-life scenarios.",Fidelity,0.6978065967559814
126,3639372.pdf,"Explanations for
base models aim at understanding how models learn to leverage their pre-trained knowledge in
response to the prompts.",Actionability,0.696631669998169
922,Responsible_Generative_AI_A_Comprehensive_Study_to_Explain_LLMs.pdf,"2 
 T. Miller, ""Explaining Explanations: An Overview of Interpretability 
of Machine Learning,"" in Proceedings of the IEEE 36th International 
Conference on Data Engineering (ICDE), 2019, pp.",Actionability,0.6946913599967957
840,New_explainability_method_for_BERT-based_model_in_.pdf,"Ribeiro, M. T., Singh, S. & Guestrin, C. “why should I trust you?”: Explaining the predictions of any classifier.",Actionability,0.6941776275634766
2033,6658.pdf,"Faithfulness ensures that explanations accurately 
reflect the model’s decision-making, robustness tests the stability of explanations under minor perturbations to input 
data, localization measures the relevance of input features to the model’s predictions [8], and complexity evaluates 
whether generated explanations are understandable [28].",Fidelity,0.6939751505851746
1985,Survey__Making_LLMs_Explainable_via_KRR.pdf,"”why should I trust you?”: Explain-
ing the predictions of any classifier.",Actionability,0.6932818293571472
1530,s40593-023-00336-3.pdf,"It usually concerns a level of clarity into the mechanics of a model at a
global-level, while explainability of models refers to extracting the reasoning behind
the model’s prediction for a speciﬁc learner in this context, which is referred to as
local-level explainability.",Fidelity,0.6931397318840027
1745,Survey__Making_LLMs_Explainable_via_KRR.pdf,"Col-
lectively, these KRR approaches can bring clarity and struc-
ture to the complex processes of LLMs, complementing ex-
isting explainability techniques and facilitating a deeper un-
derstanding of model behavior.",Actionability,0.6928592920303345
2357,2306.01941v2.pdf,"Post-hoc explanations can be used for complex models as well as “black box” models for which
model internals cannot be accessed, for example, when the models are proprietary.",Actionability,0.6924877166748047
200,3639372.pdf,"3.1.3
Example-Based Explanations.",Actionability,0.6919164061546326
2129,6658.pdf,"A key aspect of our research was the use of the Quantus explainability framework to evaluate the LLMs 
outputs.",Fidelity,0.6918669939041138
1995,6658.pdf,"These metrics provide a quantitative basis for understanding the model's 
decision-making process.",Fidelity,0.6917300224304199
2282,2306.01941v2.pdf,"Work has explored ways of communicating performance
metrics [63], explanations of model outputs [71, 107, 177], and uncertainty estimates [92], as well
as how to frame the model’s output itself in order to appropriately shape people’s mental model
(e.g., whether to use certain terms like “risk” [66]).",Interpretability,0.6914126873016357
248,3639372.pdf,"3.2.1
Probing-Based Explanations.",Actionability,0.6913577914237976
1087,978-981-97-8440-0_51-1.pdf,"These techniques not only enhance transparency but also enable users to identify and 
correct potential biases or errors in the model’s behavior.",Actionability,0.6913285851478577
1805,Survey__Making_LLMs_Explainable_via_KRR.pdf,"Post-deployment explainability treats the model as a black
box, using methods like feature attribution (SHAP, Integrated
Gradients) [Lundberg and Lee, 2017], counterfactual expla-
nations [Wachter et al., 2017], surrogate models [Ribeiro et
al., 2016], and example-based explanations.",Actionability,0.6911321878433228
1469,3596490.pdf,"Therefore, 
smaller models are more prone to 
capture spurious patterns and are 
more dependent on data artifacts for 
representative paradigm among all 
explainability-based methods.",Actionability,0.6905701160430908
1770,Survey__Making_LLMs_Explainable_via_KRR.pdf,"The explanation-centric di-
mensions of target, scope, timing, and presentation modal-
ity specify how and when a method accounts for model be-
haviour.",Actionability,0.689706027507782
2137,6658.pdf,"4793-4813 
8 
Hedström, A., Weber, L., Krakowczyk, D., Bareeva, D., Motzkus, F., Samek, W., Lapuschkin, S., and 
Höhne, M.M.-C.: ‘Quantus: An explainable ai toolkit for responsible evaluation of neural network explanations and 
beyond’, J Mach Learn Res, 2023, 24, (34), pp.",Actionability,0.6890698671340942
2148,6658.pdf,"Explaining the predictions of any classifier.’ 
(ACM, 2016, edn.",Actionability,0.6878724694252014
1463,3596490.pdf,Explainability analysis.,Robustness,0.6878256797790527
2559,2306.01941v2.pdf,"“Why should I trust you?”: Explain-
ing the predictions of any classifier.",Actionability,0.6877622008323669
564,3639372.pdf,We summarize methods for local and global explanations based on model training paradigms.,Actionability,0.6876971125602722
2236,2306.01941v2.pdf,"As an example, in our own work with collaborators, we focused on
data scientists’ goal of model debugging and evaluated two common techniques from the interpretable
machine learning literature in terms of how well they help data scientists identify common problems
with training datasets and the resulting models, finding evidence that the techniques may hamper the
debugging goal by leading to over-trust or over-confidence about the model [91].",Actionability,0.6865501999855042
2379,2306.01941v2.pdf,"For example, prior research explored techniques that directly
output rationales together with the model prediction [70].",Fidelity,0.6859875917434692
1554,s40593-023-00336-3.pdf,"The authors note that one of the deﬁciencies in this ﬁeld is that very few studies
have attended to explore model interpretability and have thus neglected explanations
of the mechanics of predictions and the role that different features play in the predicted
outputs.",Interpretability,0.6853929758071899
2583,2306.01941v2.pdf,"A comparative study of the effects of
explanations in AI-assisted decision-making.",Fidelity,0.6853426098823547
162,3639372.pdf,"3.1.1
Feature Attribution-Based Explanation.",Actionability,0.6850194334983826
987,2306.01220v2.pdf,"We ask these open-ended questions to study the correlation
between model explainability and user trust.",Fidelity,0.6849896907806396
481,3639372.pdf,"2023a] provides evaluation metrics from the perspective of
information by examining whether natural language explanations support model predictions and
whether new information from explanations justify model predictions.",Actionability,0.6848711371421814
1842,Survey__Making_LLMs_Explainable_via_KRR.pdf,"Evaluation Metrics for Explainability
Evaluating ex-
plainability in machine learning involves multiple dimen-
sions to ensure reliability and usefulness.",Fidelity,0.6846136450767517
389,3639372.pdf,The explanations generated by LLMs are assessed in two dimensions: factuality and consistency.,Robustness,0.6845428943634033
138,3639372.pdf,We also discuss evaluations for the generated explanations under the two paradigms.,Robustness,0.6842623949050903
577,3639372.pdf,Faithfulness Tests for Natural Language Explanations.,Robustness,0.6838686466217041
631,3639372.pdf,"“Why should i trust you?”: Explaining the predictions of any
classifier.",Actionability,0.6832402348518372
2144,6658.pdf,"Explaining the predictions of any 
classifier.’, in Editor (Ed.)^(Eds.",Actionability,0.6826403141021729
1341,mzJAI_24_01033.pdf,"By generating explanations that are both locally faithful and globally consistent, 
these techniques enhance our understanding of model predictions without requiring access to their 
internal parameters.",Actionability,0.6819561719894409
2538,2306.01941v2.pdf,Explanation and abductive inference.,Robustness,0.6801810264587402
1690,3709148.pdf,"Additionally, researchers delve into the behavior of these models under different conditions
by evaluating explanations in the form of free-text rationales [9] or exploring counterfactual simulatability as
a measure to understand model behavior [32].",Actionability,0.6788728833198547
589,3639372.pdf,Framework for evaluating faithfulness of local explanations.,Robustness,0.6788479089736938
2018,6658.pdf,"This allows the model to adapt its reasoning with a 
limited set of illustrative cases, further refining interpretability.",Actionability,0.6785975694656372
1764,Survey__Making_LLMs_Explainable_via_KRR.pdf,"This complexity means that traditional explainability
paradigms often incur significant computational costs when
applied to these models [Singh et al., 2024a].",Actionability,0.6782496571540833
375,3639372.pdf,"Experimental analysis indicates that providing explanations
can improve the few-shot learning performance of LLMs, but the benefits depend on model scale
and explanation quality.",Actionability,0.6779462099075317
2114,6658.pdf,"The step-by-
step reasoning approach ensured 
that the model’s outputs were 
interpretable and understandable, 
even to those without a deep 
technical background.",Actionability,0.6776636242866516
2256,2306.01941v2.pdf,"These paradigms simultaneously ask what information about a model should be presented to users and
what forms of input or feedback users should be able to give in order to steer the model.",Interpretability,0.6773152351379395
544,3639372.pdf,"6.6
Shifting from Snapshot Explainability to Temporal Analysis
There is also a viewpoint that current interpretability research neglect the training dynamics.",Actionability,0.6764954328536987
261,3639372.pdf,"Without
these annotations, the evaluation of component-level explanations remains challenging.",Actionability,0.6753576993942261
1795,Survey__Making_LLMs_Explainable_via_KRR.pdf,"Explanation Scope
Methods are further classified by local
versus global explanations [Du et al., 2020].",Actionability,0.6740743517875671
1507,s40593-023-00336-3.pdf,"The model’s
outputs ought to be communicated alongside the most consequential variables and
their values responsible for the predictions not only to validate its accuracy, but to
also avoid over-reliance by engaging critical thinking and attention to context and
situational factors that may impact the predictions.",Interpretability,0.6732076406478882
829,New_explainability_method_for_BERT-based_model_in_.pdf,"The experiments show that the explanation mechanism can benefit from employing diverse methods to better 
highlight meaningful patterns.",Actionability,0.6731396913528442
1500,s40593-023-00336-3.pdf,"This absence of model interpretability (how a model works) and explainability
of their speciﬁc predictions in turn negatively affects their utility, and ultimately results
in distrust by the stakeholders (Baneres et al., 2021).",Fidelity,0.6725125908851624
62,3639372.pdf,"For each paradigm, we summarize the goals and dominant approaches for
generating local explanations of individual predictions and global explanations of overall model knowledge.",Actionability,0.6721028685569763
393,3639372.pdf,"Building on top of the finding, an
explanation optimization framework has been proposed to select explanations that lead to high per-
formance [Ye and Durrett 2023].",Actionability,0.6714160442352295
1735,Survey__Making_LLMs_Explainable_via_KRR.pdf,"However, with the rapid growth of model complex-
ity—exemplified by LLMs—traditional explainability meth-
ods may become less practical, requiring new approaches to
address emergent phenomena like in-context learning, hallu-
cinations, and inherent biases [Zhao et al., 2024a].",Actionability,0.6713653802871704
492,3639372.pdf,"Note that the goals and perspectives of evaluating such explanations (e.g., CoT rationales) are dif-
ferent from those of evaluating traditional explanations introduced in Section 5.1 [Golovneva et al.",Robustness,0.670768141746521
2051,6658.pdf,"This metric evaluates whether explanations 
adhere to formalized properties (such as monotonicity or relevance) to provide a theoretical foundation for 
assessing the reliability of interpretability methods, particularly in critical applications.",Fidelity,0.6704579591751099
435,3639372.pdf,"The
explanation models are then responsible for predicting important tokens and generating ratio-
nales with these tokens.",Fidelity,0.6700762510299683
1867,Survey__Making_LLMs_Explainable_via_KRR.pdf,"It is assessed through decision impact analysis, which mea-
sures how explanations influence real-world decisions, and
user satisfaction surveys, which gather feedback on practical
usefulness [Singh et al., 2024b].",Fidelity,0.6698720455169678
2268,2306.01941v2.pdf,"It may therefore be appropriate for evaluations of transparency approaches to
incorporate assessments of mental model accuracy and completeness, for example by analyzing people’s
comments or answers to questions about their beliefs about a model or application’s function and
structure [48, 61, 67, 105].",Interpretability,0.6696739196777344
2020,6658.pdf,"2.4 Explainability Assessment 
A range of tools and frameworks address explainability challenges in machine learning, including LIME (Local 
Interpretable Model-Agnostic Explanations) [20], SHAP (SHapley Additive exPlanations) [21], counterfactual 
explanations [22], and Saliency Maps [23].",Actionability,0.6696617603302002
2082,6658.pdf,"3.6 Explainability 
The Quantus explainability framework [8] was employed to assess the model's explanations across four dimensions: 
faithfulness, robustness, localization, and complexity.",Fidelity,0.6694035530090332
1337,mzJAI_24_01033.pdf,"These methods not only aid in understanding model behavior but also facilitate 
the identification of potential biases or vulnerabilities.",Actionability,0.6691820025444031
1863,Survey__Making_LLMs_Explainable_via_KRR.pdf,"Robustness
measures the stability of explanations under input variations.",Actionability,0.6689541339874268
2290,2306.01941v2.pdf,"In our recent work with collaborators [107], we argue that
people engage in two processes to produce explanations [137]: an information-gathering process in
which they come up with a set of reasons, and a communication process to present reasons, often
selectively tailored to the recipient.",Robustness,0.6685537099838257
1216,2506.12240v1.pdf,"for experts and human-centered explanations for non-experts; and (iv) evaluates
the produced explanations for structure, content quality, and human-friendliness.",Robustness,0.6664028763771057
1121,2506.12240v1.pdf,"In
this work, we introduce a domain-, model-, explanation-agnostic, gener-
alizable and reproducible framework that ensures both transparency and
human-centered explanations tailored to the needs of both experts and
non-experts.",Actionability,0.6661249995231628
221,3639372.pdf,"[2020] also demonstrates the applicability of the influence function in model
debugging.",Actionability,0.6660731434822083
807,New_explainability_method_for_BERT-based_model_in_.pdf,Anchors is a model-agnostic explanation algorithm based on ‘if-then’ ­rules48.,Actionability,0.6660294532775879
378,3639372.pdf,"Additionally, customizing explanations specifically for the task using the
validation set further increases their benefits [Lampinen et al.",Actionability,0.6659213304519653
2548,2306.01941v2.pdf,"Explaining machine learning classifiers
through diverse counterfactual explanations.",Actionability,0.6659190654754639
2582,2306.01941v2.pdf,Are explanations helpful?,Robustness,0.6652671694755554
2483,2306.01941v2.pdf,how data scientists make sense of model behavior.,Actionability,0.6650652885437012
2410,2306.01941v2.pdf,"This is especially worrisome as prior work has shown
that people can be influenced by the presence of explanations even when those explanations are not
meaningful [47, 91, 108], for example, trusting a model more because of the mere presence of an
explanation rather than its contents.",Robustness,0.6649511456489563
1,Developing_Explainable_AI_Models_for_Personalized_Treatment_Recommendations_Using_LLMs_and_EHR_Data.pdf,"We implement explainability techniques that provide
insight into the decision-making process of the AI model to ensure
transparency and trust.",Fidelity,0.664331316947937
1732,Survey__Making_LLMs_Explainable_via_KRR.pdf,"It serves a dual pur-
pose: for end users, it builds trust by explaining how models
make decisions and clarifying their capabilities and limita-
tions; for researchers and developers, it helps uncover biases,
diagnose errors, and drive targeted performance improve-
ments.",Actionability,0.6639476418495178
868,Responsible_Generative_AI_A_Comprehensive_Study_to_Explain_LLMs.pdf,"This approach allows users to 
gain a deeper understanding of the black-box model by 
examining the behavior of the interpretable counterpart.",Actionability,0.6628063321113586
1016,2306.01220v2.pdf,Explaining the predictions of any classifier.,Actionability,0.662356436252594
1306,2506.12240v1.pdf,"explaining the
predictions of any classifier.",Actionability,0.662356436252594
1728,Survey__Making_LLMs_Explainable_via_KRR.pdf,"Explainability, broadly defined as the ability to articu-
late or present a model’s behavior in human-understandable
terms, has become increasingly vital in modern AI research
[Emamirad et al., 2023; Du et al., 2020].",Actionability,0.661763608455658
2040,6658.pdf,"• 
Robustness evaluates the stability of the model’s explanations in response to minor perturbations in the input 
data.",Fidelity,0.6608051061630249
803,New_explainability_method_for_BERT-based_model_in_.pdf,"Where G is a class of potentially interpretable models, g ∈G is a model that can be presented to the user as an 
explanation and (g) is a measure of complexity.",Interpretability,0.6607494950294495
167,3639372.pdf,"The explanation models need to satisfy additivity, meaning that the total
impact of the prediction should equal the sum of the individual impacts of each explanatory factor.",Fidelity,0.6603788137435913
2462,2306.01941v2.pdf,"4.4
Communicating Uncertainty
Beyond explanations, another approach that can be used to help stakeholders assess how much to rely
on a model’s output is to convey some notion of the model’s uncertainty.",Interpretability,0.660178542137146
720,28501-373-23195-1-10-20240518.pdf,"They are divided into post-hoc interpretation, where a models inputs
and features are perturbed to observe changes into its output, and inherently interpretable
models, which provide confidence intervals to its predication or a reasoning for its con-
clusion, be it by the model on prediction or a reference to an external ground truth system
like Knowledge Graphs (KG).",Interpretability,0.6596518754959106
1291,2506.12240v1.pdf,Is our framework within-explanation consistent?,Robustness,0.6590626239776611
2502,2306.01941v2.pdf,Conversational processes and causal explanation.,Robustness,0.6589394211769104
1672,s40593-023-00336-3.pdf,Anchors: high-precision model-agnostic explanations.,Actionability,0.658438503742218
1912,Survey__Making_LLMs_Explainable_via_KRR.pdf,"Addressing these issues will be crucial
for employing KRR-based methods for explainability, en-
suring explanations meet the stringent requirements of real-
world AI applications.",Actionability,0.6574371457099915
331,3639372.pdf,"Given these emerging properties, the
explainability research has three main goals: (1) understanding how these LLMs can grasp new
tasks so quickly from limited examples, which helps end-users interpret the model’s reasoning, (2)
explaining CoT prompting, and (3) and representation engineering.",Actionability,0.656343400478363
1311,2506.12240v1.pdf,"Rozario, S., Čevora, G.: Explainable ai does not provide the explanations end-users
are asking for.",Actionability,0.6554161906242371
878,Responsible_Generative_AI_A_Comprehensive_Study_to_Explain_LLMs.pdf,"Moreover, the study points to LIME and SHAP 
tools which are used to explain individual predictions from 
black-box models by employing simpler but more human 
comprehensible explanations.",Actionability,0.6546295881271362
1421,ieee_iv_2024_visualizing_llms_a_brief_survey.pdf,"Reproduced from [70]
evaluate visualisation quality, but more rigorous criteria are
needed to measure the usefulness of the extracted knowl-
edge for explaining the models.",Fidelity,0.6544523239135742
982,2306.01220v2.pdf,"LIME [70] generates a local explanation by approximating the specific model predictions with a
simpler model (e.g., a linear classifier).",Actionability,0.6541903614997864
776,New_explainability_method_for_BERT-based_model_in_.pdf,"Therefore, it can be defined as the models ’which given an audience, produce details or reasons to make its 
functioning clear or easy to understand’36, p. 6.",Interpretability,0.6537715196609497
2056,6658.pdf,"• 
Randomization tests the robustness of the explanations.",Robustness,0.6536675691604614
1852,Survey__Making_LLMs_Explainable_via_KRR.pdf,"Plausibility focuses on
human interpretability, measuring how convincing explana-
tions are.",Robustness,0.6531062722206116
502,3639372.pdf,"That is, whether an explanation helps humans infer how an AI model
will behave on diverse counterfactual inputs.",Fidelity,0.6530709266662598
2099,6658.pdf,"4.2 Explainability Metrics Evaluation 
We employed four metrics from the Quantus explainability framework such as robustness, faithfulness, localization, 
and complexity, to assess the interpretability of the LLM’s outputs.",Fidelity,0.6530115604400635
165,3639372.pdf,"Surrogate models methods use simpler, more human-comprehensible models
to explain individual predictions of black-box models.",Actionability,0.6529819965362549
1666,s40593-023-00336-3.pdf,"Explaining machine learning classiﬁers through diverse
counterfactual explanations.",Actionability,0.6525349020957947
744,28501-373-23195-1-10-20240518.pdf,"Conclusion
This study presents a comprehensive background of LM explainability, firstly contextual-
izing the development of LMs, then presenting an explainability framework of thought for
tools of explainability geared towards these models, and concluding with a focused review
of works concerned with LMs hidden representation explainability and interpretability.",Fidelity,0.6519886255264282
