,File,Text Segment,Code,Score
224,2308.04838v2.pdf,"Subsequently, the quality of
the code generated by LLMs also cannot be guaranteed [23],
[24], [25], [26].",Error Propagation,0.5564759373664856
227,2308.04838v2.pdf,"Nevertheless, we study the functional
correctness of code generation.",Correctness,0.6219934225082397
243,2308.04838v2.pdf,"), the number of errors
retained in code snippets (i.e., C.E.",Correctness,0.5960283279418945
244,2308.04838v2.pdf,"), the number of errors
retained in code snippets (i.e., C.E.",Error Propagation,0.6251847743988037
245,2308.04838v2.pdf,"), the number of errors
retained in code snippets (i.e., C.E.",Human-Perceived Accuracy,0.5824143886566162
246,2308.04838v2.pdf,"), and
the number of errors changed in code snippets (i.e., C.E.",Correctness,0.5969125032424927
247,2308.04838v2.pdf,"), and
the number of errors changed in code snippets (i.e., C.E.",Error Propagation,0.6313706040382385
248,2308.04838v2.pdf,"), and
the number of errors changed in code snippets (i.e., C.E.",Human-Perceived Accuracy,0.5824761986732483
250,2308.04838v2.pdf,"errors are triggered in
the implementation of algorithms.",Error Propagation,0.5676730871200562
251,2308.04838v2.pdf,"For instance, the final
generated code may have an out-of-bound error.",Correctness,0.5680475234985352
252,2308.04838v2.pdf,"For instance, the final
generated code may have an out-of-bound error.",Error Propagation,0.6336387395858765
256,2308.04838v2.pdf,"The runtime error classes, explanations, and classified
results are shown in Table 9.",Error Propagation,0.5598239898681641
263,2308.04838v2.pdf,"The findings contribute to the ongoing
research focused on improving functionally correct code
generation.",Correctness,0.6123895645141602
269,2308.04838v2.pdf,"The metrics are cyclomatic complexity
and cognitive complexity [24], [56], [60], and their specific
meanings are as follows:
• Cyclomatic Complexity: The complexity counts the
number of linearly independent paths through a given
source code.",Human-Perceived Accuracy,0.5851032137870789
270,2308.04838v2.pdf,"It determines how difficult the given code
is to test.",Correctness,0.6404526233673096
271,2308.04838v2.pdf,"It determines how difficult the given code
is to test.",Error Propagation,0.6072050333023071
272,2308.04838v2.pdf,"It determines how difficult the given code
is to test.",Human-Perceived Accuracy,0.6398839354515076
274,2308.04838v2.pdf,"A high cyclomatic complexity can potentially
lead to a high probability of errors and bugs.",Error Propagation,0.6026573777198792
275,2308.04838v2.pdf,"• Cognitive Complexity: The complexity refers to a mea-
sure of how difficult it is to understand and reason
about a piece of code from the human perspective.",Human-Perceived Accuracy,0.5667952299118042
282,2308.04838v2.pdf,"For C++, the written code’s per-
centage of low complexity is 5% higher than the generated
code’s, and correspondingly, the one of moderate com-
plexity is 5% lower than the generated code’s.",Correctness,0.5795601010322571
294,2308.04838v2.pdf,"num-
ber) of vulnerable code snippets in the corresponding code
scenarios and CWEs.",Security,0.5662358999252319
295,2308.04838v2.pdf,"If there are fewer than 5 vulnerable code snippets in a code
scenario, we sample them all.",Security,0.5809373259544373
299,2308.04838v2.pdf,"are the percentages of corresponding statuses in 10
trials; the rate values in L, M, H, and V in Cyclomatic and
Cognitive represent the percentages of low, moderate, high,
and very high complexity levels in 10 trials, respectively;
and, the CWE in the table corresponds to MissingNullTest
vulnerability (no other vulnerability is detected), and the
value in CWE represents the percentage of code snippets
with vulnerabilities in 10 trails.",Error Propagation,0.5523934364318848
304,2308.04838v2.pdf,"5
DISCUSSION
5.1
Lessons Learnt and Insight
Functionally Correct Code Generation.",Correctness,0.5996747016906738
307,2308.04838v2.pdf,"These findings contribute
to the ongoing research focused on improving functionally
correct code generation.",Correctness,0.5977960228919983
315,2308.04838v2.pdf,Comparison with Other Code Generation Models.,Correctness,0.5691977739334106
324,s41598-024-85003-w.pdf,"We then compare the responses with the ground truth answers, enabling an objective assessment of 
the model’s performance.",Benchmark Performance,0.5857739448547363
329,s41598-024-85003-w.pdf,"Figure 2 and Supplementary Tables S.1 and S.2 indicate each model’s performance across proficiency 
levels and domains.",Benchmark Performance,0.5595853328704834
331,s41598-024-85003-w.pdf,"Our evaluation has primarily concentrated on the 
accuracy and consistency of the models.",Benchmark Performance,0.6095958948135376
333,s41598-024-85003-w.pdf,An overview of the models’ performance on other benchmarks are indicated in Table 5.,Benchmark Performance,0.5700933933258057
342,Methodologies_for_Selecting_Optimal_Hardware_for_Locally_Deployed_LLMs_Using_a_Performance_Accuracy_and_Cost_PAC_Approach.pdf,"It indicates
how well the model’s outputs align with the true values in the
data.",Error Propagation,0.5662040710449219
343,Methodologies_for_Selecting_Optimal_Hardware_for_Locally_Deployed_LLMs_Using_a_Performance_Accuracy_and_Cost_PAC_Approach.pdf,"It indicates
how well the model’s outputs align with the true values in the
data.",Benchmark Performance,0.6297632455825806
344,Methodologies_for_Selecting_Optimal_Hardware_for_Locally_Deployed_LLMs_Using_a_Performance_Accuracy_and_Cost_PAC_Approach.pdf,"These datasets help
establish a leaderboard that categorizes different types and
sizes of models.",Benchmark Performance,0.5668521523475647
347,Methodologies_for_Selecting_Optimal_Hardware_for_Locally_Deployed_LLMs_Using_a_Performance_Accuracy_and_Cost_PAC_Approach.pdf,"(10),
incorporating performance (P), accuracy (A) and cost (C).",Benchmark Performance,0.5837593078613281
350,2405.12641v2.pdf,"(2) The guiding question prompt leads to the detection
of an average of 25% more incorrectly generated code, the
identification of 69% more vulnerabilities in completed code,
and the recognition of an average of 33% more failed program
repairs.",Security,0.5563305616378784
352,2405.12641v2.pdf,"(2) The guiding question prompt leads to the detection
of an average of 25% more incorrectly generated code, the
identification of 69% more vulnerabilities in completed code,
and the recognition of an average of 33% more failed program
repairs.",Human-Perceived Accuracy,0.5598856210708618
356,2405.12641v2.pdf,"In the code generation task, code
that successfully passes all test cases is deemed correct.",Correctness,0.6198321580886841
358,2405.12641v2.pdf,"To further
ensure the reliability of our evaluations and reduce bias, we
calculate the Fleiss’ kappa score, which is 0.81, indicating
substantial agreement among the three developers.",Benchmark Performance,0.6034963130950928
359,2405.12641v2.pdf,"for the following code 
to check whether the code correctly implements the functionality, and provide 
a conclusion.",Correctness,0.5895045399665833
363,2405.12641v2.pdf,"IEEE TRANSACTIONS ON SOFTWARE ENGINEERING
4
Non-vulnerable.",Security,0.5615148544311523
370,2405.12641v2.pdf,"the number of actually correct/non-vulnerable code incorrectly
predicted as buggy/vulnerable, and TN identities the number
of actually correct/non-vulnerable code correctly predicted as
correct/non-vulnerable.",Security,0.6006250977516174
371,2405.12641v2.pdf,"the number of actually correct/non-vulnerable code incorrectly
predicted as buggy/vulnerable, and TN identities the number
of actually correct/non-vulnerable code correctly predicted as
correct/non-vulnerable.",Error Propagation,0.6109387874603271
372,2405.12641v2.pdf,"the number of actually correct/non-vulnerable code incorrectly
predicted as buggy/vulnerable, and TN identities the number
of actually correct/non-vulnerable code correctly predicted as
correct/non-vulnerable.",Human-Perceived Accuracy,0.5890175700187683
374,2405.12641v2.pdf,"4: The truly correctly generated code being predicted
correct using direct question and incorrect using the guiding
question and test report (i.e., Example 2).",Correctness,0.5584292411804199
377,2405.12641v2.pdf,"5: The truly incorrectly generated code being predicted
incorrect (i.e., Example 3).",Correctness,0.5732461810112
378,2405.12641v2.pdf,"5: The truly incorrectly generated code being predicted
incorrect (i.e., Example 3).",Error Propagation,0.6024829149246216
384,2405.12641v2.pdf,"8: The truly vulnerable completed code being predicted
vulnerable (i.e., Example 7).",Security,0.5595662593841553
391,2405.12641v2.pdf,"Recall, on the other hand, measures the
model’s ability to identify all actual buggy/vulnerable code,
ensuring that fewer true issues are missed (i.e., reducing false
negatives).",Security,0.566449761390686
392,2405.12641v2.pdf,"Recall, on the other hand, measures the
model’s ability to identify all actual buggy/vulnerable code,
ensuring that fewer true issues are missed (i.e., reducing false
negatives).",Error Propagation,0.6150780320167542
398,2405.12641v2.pdf,"Then, we ask ChatGPT to self-
verify the correctness of the generated code, the presence of
vulnerabilities in code completions, or the success of code
repairs.",Human-Perceived Accuracy,0.5507546663284302
404,2203.13474v5.pdf,"The model needs to complete a function given the
prompt such that it can pass all provided test cases, thus measuring the performance by functional
correctness.",Benchmark Performance,0.578586220741272
405,2203.13474v5.pdf,k. The results of our models and baselines are summarized in Table 1.,Benchmark Performance,0.5605217218399048
406,2203.13474v5.pdf,"In the MTPB, each problem has 5 test cases and we sample 40 samples
for each test case with each model, based on which the pass rate is computed for each problem.",Benchmark Performance,0.5703284740447998
408,2203.13474v5.pdf,"4.5
QUALITATIVE EXAMPLES
To further understand the differences in model behavior over model sizes, we examine cases where
large models have contrasting performances to smaller models.",Error Propagation,0.556546151638031
412,2112.02125v3.pdf,"Examining Zero-Shot Vulnerability Repair
with Large Language Models
Hammond Pearce∗, Benjamin Tan†, Baleegh Ahmad∗, Ramesh Karri∗, Brendan Dolan-Gavitt∗
∗New York University, †University of Calgary
Abstract—Human developers can produce code with cyberse-
curity bugs.",Security,0.5648220777511597
413,2112.02125v3.pdf,"conclude that models can still “increase the
productivity of software developers”, especially when paired
with “appropriate security-aware tooling during...generation
to minimize the risk” [12].",Security,0.669471025466919
415,2112.02125v3.pdf,"Security Bugs
Developers perform many tasks in creating and maintaining
software; they can sometimes fall into patterns of insecure
code, such as those in MITRE’s Common Weakness Enumer-
ation (CWE) database [18].",Security,0.5503150224685669
424,2112.02125v3.pdf,"We then try to compile each
program to check if it is valid (i.e., that it can be compiled)
before checking for functional and security correctness.",Correctness,0.5720056891441345
426,2112.02125v3.pdf,"Functional and safe programs once regenerated (numerator: program
count, denominator: number of compiling programs).",Correctness,0.5502679347991943
429,2112.02125v3.pdf,"Results are
presented as ‘safe and functional’/‘valid (compiling) programs’.",Correctness,0.687065601348877
430,2112.02125v3.pdf,"Results are
presented as ‘safe and functional’/‘valid (compiling) programs’.",Human-Perceived Accuracy,0.582272469997406
431,2112.02125v3.pdf,"(Functional), Safe (Not Vulnerable)
the performance of each template presented collectively in
Table V and the total number of functional and safe programs
generated by each engine presented in Fig.",Correctness,0.570892870426178
439,2112.02125v3.pdf,"The results are presented as ‘safe
and functional’/‘valid (compiling) programs’.",Correctness,0.6508253216743469
443,2112.02125v3.pdf,"RELATED PRIOR WORK
Studies in the design and maintenance of software systems
has produced a vast body of research, such as insights into
the nature of security bugs/weaknesses [31] and security
patches.",Security,0.5514978170394897
447,2112.02125v3.pdf,returns a safe and functional program.,Correctness,0.5555462837219238
448,2112.02125v3.pdf,returns a safe and functional program.,Correctness,0.5555462837219238
449,jmir-2025-1-e63631.pdf,"The models’
classification decisions were then compared with those of human evaluators.",Benchmark Performance,0.6319908499717712
451,frai-2-1514896.pdf,"Accuracy and variance were compared with student’s t-test to compare 
performance under different model settings.",Benchmark Performance,0.5559076070785522
453,frai-2-1514896.pdf,"The primary outcome was model 
accuracy (i.e., correctness when compared to ground truth).",Benchmark Performance,0.6805462837219238
458,frai-2-1514896.pdf,"Statistical analysis
Model accuracy was evaluated by inputting the same prompt into 
each LLM five separate times and reporting the accuracy of each 
model for each run when compared to ground truth answer along 
with the overall average accuracy across all runs.",Benchmark Performance,0.6166803240776062
465,2205.10583v4.pdf,"When evaluating on pass@5 metric [1], the best Codex
model achieves 24.52% passing rate at introductory-level
tasks and 3.08% passing rate at competition-level tasks [1]
from APPS dataset [3].",Benchmark Performance,0.5505990386009216
478,Paper_7-Performance_and_Accuracy_Research_of_the_Large_Language_Models.pdf,"Each criterion will be applied to each of the models separately, 
following their evaluation following the answers provided.",Benchmark Performance,0.5700874328613281
484,Paper_7-Performance_and_Accuracy_Research_of_the_Large_Language_Models.pdf,"Regarding the performance and accuracy of the three 
models, observing the table.",Benchmark Performance,0.6025772094726562
485,Paper_7-Performance_and_Accuracy_Research_of_the_Large_Language_Models.pdf,"CONCLUSIONS 
Each model has its strengths and is designed to excel in 
different areas.",Benchmark Performance,0.6257795095443726
487,ASE23_APR_Study.pdf,"We also investigate the impact of different design
choices, which include code abstractions, code representations,
and model evaluation metrics.",Error Propagation,0.5762684941291809
492,ASE23_APR_Study.pdf,"E. Model Evaluation
During model training and tuning, the performance of
checkpoints after each training round need to be evaluated on
the validation set to find the best trained model.",Benchmark Performance,0.5712716579437256
494,ASE23_APR_Study.pdf,"Researchers
have proposed various metrics for model evaluation [43], such
as PPL, BLEU, etc.",Benchmark Performance,0.8229218125343323
495,ASE23_APR_Study.pdf,"We will explore the impact of code abstraction (Sec-
tion II-C1), code representation (Section II-C2), and check-
point selection (Section II-E) on the results in the experiment.",Correctness,0.6109588146209717
498,ASE23_APR_Study.pdf,"More details of models are shown in Table I.
C. Datasets and Baselines
As shown in Table II, we describe the datasets and baselines.",Benchmark Performance,0.553059458732605
499,ASE23_APR_Study.pdf,"These choices
include different code abstraction strategies (abs/raw), code
representation forms (CR1/CR2/CR3), and model evaluation
metrics for selecting checkpoints (PPL/BLEU/Last).",Error Propagation,0.5516924262046814
520,s10916-023-02021-3.pdf,"Visualization and 
statistical analyses were then employed to compare the four models and evaluate their performance.",Benchmark Performance,0.6295816898345947
522,s10916-023-02021-3.pdf,"Finally, statistical analyses 
were performed to compare the scores of the four models 
and evaluate their performance.",Benchmark Performance,0.6407585144042969
525,s10916-023-02021-3.pdf,"To obtain a comprehen-
sive evaluation of each model, we synthesized the scores 
from the three reviewers for each dimension by taking the 
Journal of Medical Systems (2023) 47:125	
1 3
Page 3 of 9 
125
median or mode, to obtain a final score for that dimension.",Benchmark Performance,0.6108275055885315
537,s10916-023-02021-3.pdf,"3   Comparison of overall performances for the models with 
respect to different dimensions.",Benchmark Performance,0.6244426369667053
538,s10916-023-02021-3.pdf,"The score rates of each model for dif-
ferent dimensions were generated by dividing the total score of each 
model for each question by the full score.",Benchmark Performance,0.5540528297424316
539,s10916-023-02021-3.pdf,"D, the 
comparison of overall scores for different models.",Benchmark Performance,0.6409080028533936
541,s10916-023-02021-3.pdf,"Further evaluations and 
model modifications are required to enhance their effective-
ness and strive for an even more ideal level of performance.",Benchmark Performance,0.5704764723777771
545,3695991.pdf,"However, functional equivalence is pivotal
in evaluating the effectiveness of code generation, as different codes can perform identical operations.",Correctness,0.554424524307251
557,3695991.pdf,"Our objective is to instruct LLMs to evaluate code
effectively in terms of functional correctness.",Correctness,0.627059280872345
560,3695991.pdf,"BLEU and
CodeBLEU score the truly functional correct code (c) lower than the incorrect code (b).",Correctness,0.5828161239624023
567,3695991.pdf,"Assessing the quality of generated code has remained
a critical problem in the development of code generation technology, directly influencing its
advancement and evolution.",Correctness,0.6022012829780579
569,3695991.pdf,"Assessing the quality of generated code has remained
a critical problem in the development of code generation technology, directly influencing its
advancement and evolution.",Human-Perceived Accuracy,0.57313472032547
571,3695991.pdf,"Besides these commonly used BLEU [39], Accuracy, and CodeBLEU [48],
some niche CEMs [41] are also applied to code evaluation, e.g., METEOR [3], ROUGE [30], and
CrystalBLEU [12].",Benchmark Performance,0.5877611637115479
572,3695991.pdf,"They attempt to handle these issues by running tests for generated code
to verify its functional correctness [17, 18, 25].",Correctness,0.6634477972984314
573,3695991.pdf,"They attempt to handle these issues by running tests for generated code
to verify its functional correctness [17, 18, 25].",Error Propagation,0.5586966276168823
574,3695991.pdf,"They attempt to handle these issues by running tests for generated code
to verify its functional correctness [17, 18, 25].",Human-Perceived Accuracy,0.5889222025871277
580,3695991.pdf,"In the case of
generated code with PassRatio equal to 0, we also use binary Executability to distinguish whether
the generated code can be executed successfully with all given test cases, and thus measure its
quality
Executability =
1,
if code is executable,
0,
otherwise.",Correctness,0.6231476068496704
585,3695991.pdf,"L퐶
and L퐸are defined as
L퐶= (CodeScore −PassRatio)2,
(5)
L퐸= −log p(Exec | Executability),
(6)
where L퐶measures the squared difference between the predicted CodeScore and the actual Pass-
Ratio.",Benchmark Performance,0.5864087343215942
588,3695991.pdf,"Specifically,
7For each generated code, we employ extended test cases of the corresponding task to compute its PassRatio and Passability.",Correctness,0.5528090596199036
589,3695991.pdf,"We compute the average number of PassRatio and Passability, i.e., AvgPassRatio and Pass@1, on the train, dev, and test sets
of each dataset and display them in Table 2.",Benchmark Performance,0.5533793568611145
591,3695991.pdf,"—Accuracy indicates the percentage of exact matches between generated code and reference
code.",Correctness,0.6526268124580383
593,3695991.pdf,"—Accuracy indicates the percentage of exact matches between generated code and reference
code.",Human-Perceived Accuracy,0.5768056511878967
597,3695991.pdf,"CodeScore: Evaluating Code Generation by Learning Code Execution
77:13
Table 4.",Correctness,0.551832914352417
600,3695991.pdf,"One trend we observed is
that the better the model’s ability to understand the code, the more accurate it is in evaluating the
code.",Error Propagation,0.6077401638031006
601,3695991.pdf,"One trend we observed is
that the better the model’s ability to understand the code, the more accurate it is in evaluating the
code.",Benchmark Performance,0.5752407312393188
603,3695991.pdf,"In other words, the longer code, the poorer correlation between CodeBLEU and Ground Truth.",Error Propagation,0.5741614103317261
605,3695991.pdf,"CodeScore: Evaluating Code Generation by Learning Code Execution
77:15
Table 6.",Correctness,0.550227701663971
606,3695991.pdf,"Human Evaluation for Functional Correctness
EM
Reasonableness of Evaluation
BERTScore [63]
1.3 ± 0.4
CodeBLEU [48]
2.1 ± 0.5
CodeBERTScore [67]
2.2 ± 0.7
CodeScore
3.4 (↑54.6%) ± 0.3
Ground Truth
4.6 ± 0.2
The bold values denote the best performance.",Correctness,0.5762915015220642
612,3695991.pdf,"In accordance
with previous work [17] and our experimental setup, we manually assess the validity of each EM
in gauging the functional correctness of the generated code.",Correctness,0.6367055177688599
624,3695991.pdf,"Our code evaluation dataset can serve as a benchmark for evaluating the functional correctness of
generated code.",Correctness,0.5859007835388184
