File,Text Segment,Code,Score
2211.10438v7.pdf,"We use lm-eval-harness‡ to evaluate OPT and
BLOOM models, and GLM-130B’s official repo§ for its own
evaluation.",Benchmark Performance,0.5017896294593811
cmh-2023-0089.pdf,"The accuracy of each response was graded using 
the following grading system: 1.",Benchmark Performance,0.5452467203140259
cmh-2023-0089.pdf,"Reproducibility was defined as the consistency of two re­
sponses with comparable grading categorizations.",Benchmark Performance,0.5168812870979309
cmh-2023-0089.pdf,"The model was able to correctly an­
swer 20 of these measures, resulting in an overall accuracy of 
76.9%.",Benchmark Performance,0.5839784145355225
cmh-2023-0089.pdf,"The model was 
able to provide appropriate explanations for these topics of 
questions.",Benchmark Performance,0.5106456279754639
2023.eacl-main.199.pdf,"We add two metrics to those used in past work:
5.",Benchmark Performance,0.5293989181518555
2023.eacl-main.199.pdf,"Update Success Rate (Entailed Data): The
new model’s accuracy on data that is logically
entailed by the new Main Input prediction.",Benchmark Performance,0.5294073820114136
2023.eacl-main.199.pdf,"To date, methods have
been evaluated on the basis of their ability to
change model predictions for all data.",Benchmark Performance,0.5154539346694946
2023.eacl-main.199.pdf,"We ob-
tain sequential versions of all metrics by applying r
model updates in a row before checking the metrics,
meaning there are floor(n/r) measurements for a
test set of n points.",Benchmark Performance,0.51429283618927
2023.eacl-main.199.pdf,"Our model selection criterion is the
mean of: average Update Success Rate (across data
types), Retain Rate (only for Local Neutral data),
and ∆-Acc for All Data.",Benchmark Performance,0.5369706153869629
2023.eacl-main.199.pdf,"is the fraction of para-
phrase pairs where the model produces the same
output (Elazar et al., 2021).",Benchmark Performance,0.5073958039283752
2023.eacl-main.199.pdf,"Interestingly, the
metrics are much higher when the model predic-
tion on the Main Input is correct (Table 3).",Error Propagation,0.5062689781188965
2023.eacl-main.199.pdf,"Interestingly, the
metrics are much higher when the model predic-
tion on the Main Input is correct (Table 3).",Benchmark Performance,0.5984604358673096
2023.eacl-main.199.pdf,"Given the results in Table 5, we find that correcting
model outputs is harder than simply changing them
to a plausible alternative.",Error Propagation,0.5241943597793579
2023.eacl-main.199.pdf,"Henceforth we evaluate methods according to their
ability to update model beliefs to be true.",Benchmark Performance,0.6100435256958008
2023.eacl-main.199.pdf,"We are uncertain about how a bad belief
would influence the general behavior of a model
(e.g.",Security,0.5272761583328247
2023.eacl-main.199.pdf,"We are uncertain about how a bad belief
would influence the general behavior of a model
(e.g.",Error Propagation,0.5219917297363281
2023.eacl-main.199.pdf,"same as with learned optimizers, a raw average of
Update Success Rate (averaged over each kind of
data), Retain Rate (Local Neutral) and ∆-Acc.",Benchmark Performance,0.5134284496307373
2023.eacl-main.199.pdf,"(2021)
Update Success Rate (Main Input)
Success rate
Edit success
Update Success Rate (Paraphrase)
Equivalence accuracy
Edit success
Update Success Rate (Entailed Data)
-
-
Retain Rate (Local Neutral)
-
-
Retain Rate (All Data)
Retain accuracy
-
∆-Acc (All Data)
Performance deterioration
Drawdown
Table 13: A glossary of terms used in work on model update methods.",Benchmark Performance,0.5274165868759155
2023.eacl-main.199.pdf,"For instance, Performance deterioration is a ratio in accuracies rather than difference in
accuracies, and edit success from Mitchell et al.",Error Propagation,0.5121423602104187
2023.eacl-main.199.pdf,"For instance, Performance deterioration is a ratio in accuracies rather than difference in
accuracies, and edit success from Mitchell et al.",Benchmark Performance,0.5051343441009521
2023.eacl-main.199.pdf,"The performance metric
in Zhu et al.",Benchmark Performance,0.5366392135620117
2023.eacl-main.199.pdf,"The only computationally
difficult metric to calculate is ∆-Acc, which re-
quires computing the updated language model’s
accuracy on other data after every single belief up-
date.",Benchmark Performance,0.5013878345489502
Comparing_Accuracy_and_Consistency_LLMs_vs._SOTA_Deep_Learning_Models_in_Text-to-SQL.pdf,"C. Evaluation Metrics
Most Text-to-SQL studies focus on evaluating performance
using three metrics: Exact Match (EM), Execution Accuracy
(EX), and Valid Efficiency Score (VES).",Benchmark Performance,0.5051285028457642
Comparing_Accuracy_and_Consistency_LLMs_vs._SOTA_Deep_Learning_Models_in_Text-to-SQL.pdf,"This metric, introduced in the BIRD benchmark [3], ensures
the reliability of the VES metric by averaging the execution ef-
ficiency R(Yn, ˆYn) over 100 runs for each example, providing
a stable assessment of the model’s performance.",Benchmark Performance,0.5843828916549683
Comparing_Accuracy_and_Consistency_LLMs_vs._SOTA_Deep_Learning_Models_in_Text-to-SQL.pdf,"Evaluation Metrics - Results and Analysis
Table I presents the Exact Match, Execution Accuracy, and
VES scores for all models evaluated on the Spider dataset.",Benchmark Performance,0.5682915449142456
Comparing_Accuracy_and_Consistency_LLMs_vs._SOTA_Deep_Learning_Models_in_Text-to-SQL.pdf,"By examining
outputs across multiple runs, we can gain a more nuanced
understanding of a model’s strengths and shortcomings, ulti-
mately leading to better assessments of LLMs.",Error Propagation,0.5005491971969604
Comparing_Accuracy_and_Consistency_LLMs_vs._SOTA_Deep_Learning_Models_in_Text-to-SQL.pdf,"By examining
outputs across multiple runs, we can gain a more nuanced
understanding of a model’s strengths and shortcomings, ulti-
mately leading to better assessments of LLMs.",Benchmark Performance,0.5265561938285828
Comparing_Accuracy_and_Consistency_LLMs_vs._SOTA_Deep_Learning_Models_in_Text-to-SQL.pdf,"Focusing on both exact match and execution accuracy, the
two measures we introduce to evaluate consistency are:
1) Consistency in Exact Match Measure(CEM): This mea-
sure evaluates the frequency with which a model’s generated
SQL queries exactly match the corresponding GOLD queries
over multiple runs.",Benchmark Performance,0.5035616159439087
Comparing_Accuracy_and_Consistency_LLMs_vs._SOTA_Deep_Learning_Models_in_Text-to-SQL.pdf,"The metrics also consider how models perform across
different levels of SQL complexity, providing a comprehensive
view of model robustness in varying scenarios.",Error Propagation,0.5528152585029602
Comparing_Accuracy_and_Consistency_LLMs_vs._SOTA_Deep_Learning_Models_in_Text-to-SQL.pdf,"The metrics also consider how models perform across
different levels of SQL complexity, providing a comprehensive
view of model robustness in varying scenarios.",Benchmark Performance,0.513867974281311
Comparing_Accuracy_and_Consistency_LLMs_vs._SOTA_Deep_Learning_Models_in_Text-to-SQL.pdf,"Consistency can be incorporated into other metrics, such as
the F1 score being newly introduced in the BIRD benchmark
[3].",Benchmark Performance,0.581244945526123
Comparing_Accuracy_and_Consistency_LLMs_vs._SOTA_Deep_Learning_Models_in_Text-to-SQL.pdf,"These extensions expand the definition of consistency,
enhancing its relevance in evaluating model performance.",Error Propagation,0.5254154801368713
Comparing_Accuracy_and_Consistency_LLMs_vs._SOTA_Deep_Learning_Models_in_Text-to-SQL.pdf,"These extensions expand the definition of consistency,
enhancing its relevance in evaluating model performance.",Benchmark Performance,0.6021908521652222
Comparing_Accuracy_and_Consistency_LLMs_vs._SOTA_Deep_Learning_Models_in_Text-to-SQL.pdf,"• As difficulty increases,
– The Valid Efficiency Score (VES) tends to decrease
across most models.",Error Propagation,0.5141963958740234
Comparing_Accuracy_and_Consistency_LLMs_vs._SOTA_Deep_Learning_Models_in_Text-to-SQL.pdf,"• As difficulty increases,
– The Valid Efficiency Score (VES) tends to decrease
across most models.",Benchmark Performance,0.5315961837768555
PIIS1542356523007048.pdf,"Box plot showing the distri-
bution of accuracy (A), completeness (B)
and comprehensibility (C) scores.",Benchmark Performance,0.5387444496154785
PIIS1542356523007048.pdf,"The results showed that the answers were accurate (mean
score, 4.84 on a 6-point scale), complete (mean score, 2.08
on a 3-point scale), and easy to understand (mean score,
2.87 on a 3-point scale).",Benchmark Performance,0.5148771405220032
2406.13972v2.pdf,"Sourced from the
real-world experience of repair processes, we expect this bench-
mark to serve as a valuable and reliable asset1 for evaluating a
range of coding-related tasks, such as program synthesis, fault
localization, and program repair.",Error Propagation,0.5082224607467651
2406.13972v2.pdf,"Various metrics can quantify this size, including line differences [69],
alterations in the Abstract Syntax Tree (AST) [22, 23], and other
measures, each offering a unique perspective on the complexity of
the modifications.",Correctness,0.5131077766418457
2406.13972v2.pdf,"Various metrics can quantify this size, including line differences [69],
alterations in the Abstract Syntax Tree (AST) [22, 23], and other
measures, each offering a unique perspective on the complexity of
the modifications.",Error Propagation,0.5076519250869751
2406.13972v2.pdf,"A baseline for evaluation
is established using input data consisting of incorrect code and
associated programming problem description.",Correctness,0.5061352252960205
2406.13972v2.pdf,"A baseline for evaluation
is established using input data consisting of incorrect code and
associated programming problem description.",Error Propagation,0.5358530282974243
2406.13972v2.pdf,"A baseline for evaluation
is established using input data consisting of incorrect code and
associated programming problem description.",Human-Perceived Accuracy,0.5338531732559204
2406.13972v2.pdf,"Each incorrect code is accompanied by problem description (Fig-
ure 1a), tutor guidance (Figure 1b), solution description (Figure 1c),
and failing test cases (Figure 1d).",Error Propagation,0.5521547198295593
2406.13972v2.pdf,"Prior research has shown
that typically, five instances are generated using LLMs for each
incorrect code.",Error Propagation,0.5240782499313354
2406.13972v2.pdf,"Additionally, we analyze the impact of code length on the
repair capabilities of LLMs.",Error Propagation,0.5341477990150452
2406.13972v2.pdf,"Figure 5 illustrates the distributions of code lengths for correct
and incorrect predictions generated by the 5 selected LLMs.",Error Propagation,0.5261220335960388
2406.13972v2.pdf,"It is
observed that correct predictions (present in white) tend to have
shorter code lengths compared to incorrect predictions (present
in grey) across all the selected LLMs.",Error Propagation,0.5351952314376831
2406.13972v2.pdf,"Furthermore, it can be ob-
served that longer incorrect codes adversely impact LLMs’ repair
capabilities, which aligns with the prior research [64].",Error Propagation,0.5203825235366821
2406.13972v2.pdf,"Statisti-
cal significance between the correct and incorrect distributions
was confirmed through the Mann-Whitney-Wilcoxon (MWW) [42]
test, supporting that correct predictions tend to have shorter code
lengths.",Benchmark Performance,0.5087210536003113
2406.13972v2.pdf,"This dete-
rioration in performance may be attributed to the lengthy prompt
problem of failing test cases, as illustrated in Figure 6, the same as
previous researchers have found [10, 27, 64].",Error Propagation,0.5029282569885254
2406.13972v2.pdf,"The MultiRegenerate initiates three distinct dialog ses-
sions for each incorrect code, thereby mitigating the detrimental
effects of lengthy prompts.",Error Propagation,0.5186090469360352
2406.13972v2.pdf,"6
THREATS TO VALIDITY
Threats to External Validity.",Human-Perceived Accuracy,0.5612010359764099
2406.13972v2.pdf,"To mitigate risks associ-
ated with metric selection and ensure accurate evaluation results,
ISSTA 2024, 16-20 September, 2024, Vienna, Austria
Yang and Tian et al
we selected metrics TOP-5, AVG-5, and the RPSR.",Benchmark Performance,0.5506691336631775
2406.13972v2.pdf,"These metrics
are well-known for measuring the correctness and precision of
LLMs.",Benchmark Performance,0.5556858777999878
2406.13972v2.pdf,"To mitigate these negative impacts,
we propose a strategy MultiRegenerate, to minimize the adverse
effects of lengthy prompts, which repairs incorrect code through
three distinct conversational sessions.",Error Propagation,0.5004868507385254
2406.13972v2.pdf,"ACM
Transactions on Software Engineering and Methodology (TOSEM) 31, 4 (2022),
1–31.",Security,0.5031458139419556
2406.13972v2.pdf,"ACM
Transactions on Software Engineering and Methodology (TOSEM) 31, 4 (2022),
1–31.",Error Propagation,0.5005541443824768
2406.13972v2.pdf,"In 2020 IEEE 13th international conference on
software testing, validation and verification (ICST).",Correctness,0.5083925724029541
2406.13972v2.pdf,"In Pro-
ceedings of the 30th ACM Joint European Software Engineering Conference and
Symposium on the Foundations of Software Engineering.",Human-Perceived Accuracy,0.5117990970611572
2406.13972v2.pdf,"In Proceedings of the 32nd
ACM SIGSOFT International Symposium on Software Testing and Analysis.",Correctness,0.5415506362915039
2406.13972v2.pdf,"In Proceedings of the 32nd
ACM SIGSOFT International Symposium on Software Testing and Analysis.",Error Propagation,0.506248950958252
2406.13972v2.pdf,"In Proceedings of the 25th interna-
tional symposium on software testing and analysis.",Correctness,0.5522605776786804
2406.13972v2.pdf,"Journal of
Software 35, 7 (2024), 0–0.",Error Propagation,0.5092201232910156
2406.13972v2.pdf,"ACM Transac-
tions on Software Engineering and Methodology (TOSEM) 31, 3 (2022), 1–29.",Correctness,0.5103665590286255
2406.13972v2.pdf,"ACM Transac-
tions on Software Engineering and Methodology (TOSEM) 31, 3 (2022), 1–29.",Security,0.5163404941558838
2406.13972v2.pdf,"In Proceedings of the 23rd International Conference on Evaluation
and Assessment in Software Engineering.",Correctness,0.506522536277771
2406.13972v2.pdf,"In Proceedings of the 23rd International Conference on Evaluation
and Assessment in Software Engineering.",Human-Perceived Accuracy,0.5157425999641418
2210.03696v2.pdf,"This innovative methodology is designed to operate
effectively under realistic scenarios, offering a more robust evaluation of the model’s performance.",Benchmark Performance,0.586478590965271
2210.03696v2.pdf,"The score 𝑔𝑖assesses the importance of
the token 𝑡𝑘𝑗
𝑖for the output length.",Correctness,0.5118860602378845
2210.03696v2.pdf,"It explores a wider range
of potential outputs, further breaking the original output dependency, leading to more diverse
and complex sequences, making it difficult for LLMs to converge to a coherent output.",Error Propagation,0.5144578218460083
2210.03696v2.pdf,"2, which
states that the computational efficiency of LLMs depends on the resulting output length for any
given input.",Error Propagation,0.5402745008468628
