File,Text Segment,Code,Score
2501.05899v1.pdf,"It can also calculate the carbon footprint by
measuring the electricity power consumption of the underlying
hardware architecture, i.e., GPU, CPU, and RAM.",System Configuration,0.5638620853424072
2501.05899v1.pdf,"It can also calculate the carbon footprint by
measuring the electricity power consumption of the underlying
hardware architecture, i.e., GPU, CPU, and RAM.",Deployment Environment,0.6017929911613464
2501.05899v1.pdf,"In addition,
it can estimate the carbon intensity of the region where
the computing is done.",Hardware Efficiency,0.508836567401886
2501.05899v1.pdf,"This study focuses on the energy
consumption related to GPU usage without considering the
carbon emission.",Hardware Efficiency,0.614161491394043
2501.05899v1.pdf,"This study focuses on the energy
consumption related to GPU usage without considering the
carbon emission.",System Configuration,0.5717467069625854
2501.05899v1.pdf,"This study focuses on the energy
consumption related to GPU usage without considering the
carbon emission.",Deployment Environment,0.5771567225456238
2501.05899v1.pdf,"The few-shots prompting [24]
involves multiple examples, allowing the model to generalize
more effectively with limited supervision [25].",Inference Workload,0.5530367493629456
2501.05899v1.pdf,"Quantization [26] is a technique that reduces the compu-
tational and memory requirements of LLMs by lowering the
precision of their numerical representations (e.g., from 32-bit
to 8-bit).",Model Optimization Techniques,0.5619469881057739
2501.05899v1.pdf,"This compression speeds up inference, making LLMs
more efficient with minimal impact on accuracy.",Model Size,0.5270193815231323
2501.05899v1.pdf,"This compression speeds up inference, making LLMs
more efficient with minimal impact on accuracy.",Inference Workload,0.5128173828125
2501.05899v1.pdf,"In this paper,
we leverage quantization alongside PETs to minimize the
computational cost while maintaining performance in code-
related tasks.",Model Optimization Techniques,0.6275598406791687
2501.05899v1.pdf,"For each execution, we
store three artifacts (question, answer
6 , and measurement
7 ), to enable both efficiency and accuracy analysis.",Inference Workload,0.5007224082946777
2501.05899v1.pdf,"In the case of system,
the accompanying content attribute specifies the task to be
2Three prompting techniques (i.e., zero-shot, one-shot, and few-shots) ×
five prompt configurations × five repetitions to mitigate possible energy
measurement inaccuracies.",Inference Workload,0.5023187398910522
2501.05899v1.pdf,"Since our study
focuses on the energy effects on the GPU, we rely on the
gpu energy value to support the evaluation.",Hardware Efficiency,0.6622422933578491
2501.05899v1.pdf,"Since our study
focuses on the energy effects on the GPU, we rely on the
gpu energy value to support the evaluation.",System Configuration,0.6326700448989868
2501.05899v1.pdf,"Therefore,
we employ the following metrics:
➤Energy Consumption: This metric quantifies the energy
consumed during the inference phase of Llama excluding the
model loading.",Model Size,0.5413828492164612
2501.05899v1.pdf,"Therefore,
we employ the following metrics:
➤Energy Consumption: This metric quantifies the energy
consumed during the inference phase of Llama excluding the
model loading.",Inference Workload,0.5642917156219482
2501.05899v1.pdf,"Therefore,
we employ the following metrics:
➤Energy Consumption: This metric quantifies the energy
consumed during the inference phase of Llama excluding the
model loading.",Hardware Efficiency,0.5710163712501526
2501.05899v1.pdf,"Therefore,
we employ the following metrics:
➤Energy Consumption: This metric quantifies the energy
consumed during the inference phase of Llama excluding the
model loading.",Duration of Use,0.5463436245918274
2501.05899v1.pdf,"In its report, we focus on the value of gpu energy
which calculates the energy consumed during in the inference,
expressed in kWh.",Hardware Efficiency,0.6643734574317932
2501.05899v1.pdf,"In its report, we focus on the value of gpu energy
which calculates the energy consumed during in the inference,
expressed in kWh.",System Configuration,0.6262621879577637
2501.05899v1.pdf,"In its report, we focus on the value of gpu energy
which calculates the energy consumed during in the inference,
expressed in kWh.",Model Optimization Techniques,0.5303993821144104
2501.05899v1.pdf,"Custom tags can contribute to reducing the energy consump-
tion of the video card.",Hardware Efficiency,0.5306183099746704
2501.05899v1.pdf,3: Energy consumption with different prompt configurations.,Hardware Efficiency,0.5144709348678589
2501.05899v1.pdf,3: Energy consumption with different prompt configurations.,Deployment Environment,0.5195579528808594
2501.05899v1.pdf,3: Energy consumption with different prompt configurations.,Duration of Use,0.5336189866065979
2501.05899v1.pdf,"V. RELATED WORK
Assessing LLMs energy consumption: Jagannadharao et al.",Deployment Environment,0.5130348801612854
2501.05899v1.pdf,"Liu and Yin [37] investigate how to reduce and
measure the consumption of pre-trained models by combining
fine-tuning and efficient tokenizers.",Inference Workload,0.5188903212547302
2501.05899v1.pdf,"In particular, BERT, Distil-
BERT, and T5 models are compared using SQuAD benchmark
[38] in terms of accuracy and carbon emissions.",Inference Workload,0.5096808671951294
2501.05899v1.pdf,"The experi-
mental results reveal that both the T5 and BERT models emit-
ted considerably more CO2 compared to DistilBERT and the
T4 GPU contributes in reducing the overall carbon emissions.",Hardware Efficiency,0.5423873066902161
2501.05899v1.pdf,"[13] compare the inference performance in terms
of watts of different Llama models, i.e., evaluating smaller
models (7B, 13B) against the largest available version (65B) at
the time of writing.",Model Size,0.5088912844657898
2501.05899v1.pdf,"[13] compare the inference performance in terms
of watts of different Llama models, i.e., evaluating smaller
models (7B, 13B) against the largest available version (65B) at
the time of writing.",Inference Workload,0.5187490582466125
2501.05899v1.pdf,"In addition, the authors consider different
GPUs, i.e., V100 and A100.",Hardware Efficiency,0.5093473792076111
2501.05899v1.pdf,"The study reveals that 8 V100
GPUs each with 32 GB of RAM or 4 A100 GPUs each with
80GB of memory are required for any meaningful inferences
with the 65B LLaMA model, thus making small models a
suitable choice for energy-efficient applications.",Hardware Efficiency,0.506406307220459
2501.05899v1.pdf,"The results show that explicitly asking to
generate energy-efficient code results in an equal or worse
energy efficiency.",System Configuration,0.5263548493385315
2501.05899v1.pdf,"The results show that explicitly asking to
generate energy-efficient code results in an equal or worse
energy efficiency.",Model Optimization Techniques,0.5645266771316528
2501.05899v1.pdf,"To mitigate these issues, all the
experiments have been conducted in an isolated Linux-based
system without parallel or background tasks running on the
GPU.",System Configuration,0.5273474454879761
2501.05899v1.pdf,"Finally, the measurements calculated on the inference
without any customization are strictly related to the particular
task that we decided to study, thus code generation or text
summarization might require different energy resources.",Inference Workload,0.5429869294166565
2501.05899v1.pdf,"Finally, the measurements calculated on the inference
without any customization are strictly related to the particular
task that we decided to study, thus code generation or text
summarization might require different energy resources.",Hardware Efficiency,0.5422126054763794
2501.05899v1.pdf,"[2] S. Georgiou, M. Kechagia, and D. Spinellis, “Analyzing programming
languages’ energy consumption: An empirical study,” in Proceedings of
the 21st Pan-Hellenic Conference on Informatics, 2017, pp.",Hardware Efficiency,0.5210388898849487
2501.05899v1.pdf,"[2] S. Georgiou, M. Kechagia, and D. Spinellis, “Analyzing programming
languages’ energy consumption: An empirical study,” in Proceedings of
the 21st Pan-Hellenic Conference on Informatics, 2017, pp.",System Configuration,0.5965276956558228
2501.05899v1.pdf,"Available:
https://link.springer.com/10.1007/978-3-319-08581-4
[4] A. Guldner, R. Bender, C. Calero et al., “Development and evaluation
of
a
reference
measurement
model
for
assessing
the
resource
and energy efficiency of software products and components—green
software measurement model (gsmm),” Future Generation Computer
Systems, vol.",Hardware Efficiency,0.532729983329773
2501.05899v1.pdf,"Available:
https://link.springer.com/10.1007/978-3-319-08581-4
[4] A. Guldner, R. Bender, C. Calero et al., “Development and evaluation
of
a
reference
measurement
model
for
assessing
the
resource
and energy efficiency of software products and components—green
software measurement model (gsmm),” Future Generation Computer
Systems, vol.",Deployment Environment,0.5447209477424622
2501.05899v1.pdf,"Available: https:
//www.sciencedirect.com/science/article/pii/S0167739X24000384
[5] PowerAPI,
“pyrapl:
A
python
library
for
measuring
energy
consumption,”
2023,
accessed:
2024-03-05.",Hardware Efficiency,0.5336096286773682
2501.05899v1.pdf,"Available: https:
//www.sciencedirect.com/science/article/pii/S0167739X24000384
[5] PowerAPI,
“pyrapl:
A
python
library
for
measuring
energy
consumption,”
2023,
accessed:
2024-03-05.",System Configuration,0.5155959129333496
2501.05899v1.pdf,"[7] J. Mancebo, C. Calero, F. Garcia et al., “Feetings: Framework
for energy efficiency testing to improve environmental goal of the
software,” Sustainable Computing: Informatics and Systems, vol.",Hardware Efficiency,0.5264710783958435
2501.05899v1.pdf,"[7] J. Mancebo, C. Calero, F. Garcia et al., “Feetings: Framework
for energy efficiency testing to improve environmental goal of the
software,” Sustainable Computing: Informatics and Systems, vol.",System Configuration,0.5113852024078369
2501.05899v1.pdf,"[7] J. Mancebo, C. Calero, F. Garcia et al., “Feetings: Framework
for energy efficiency testing to improve environmental goal of the
software,” Sustainable Computing: Informatics and Systems, vol.",Deployment Environment,0.5034377574920654
2501.05899v1.pdf,"Available:
http://arxiv.org/abs/2305.11164
[13] S. Samsi, D. Zhao, J. McDonald, B. Li, A. Michaleas, M. Jones,
W. Bergeron, J. Kepner, D. Tiwari, and V. Gadepally, “From words
to watts: Benchmarking the energy costs of large language model
inference,” in IEEE High Performance Extreme Computing Conference,
HPEC 2023, Boston, MA, USA, September 25-29, 2023.",Inference Workload,0.5315055847167969
2501.05899v1.pdf,"Available:
https://doi.org/10.1016/j.csi.2024.103917
[18] S.
T.
Footprint,
“Carbon
footprint
of
training
gpt-
3
and
large
language
models,”
2023,
accessed:
2024-07-22.",Inference Workload,0.5320290923118591
2501.05899v1.pdf,"Available:
https://shrinkthatfootprint.com/
carbon-footprint-of-training-gpt-3-and-large-language-models/
[19] Trustbit, “Llm benchmarks,” 2024, accessed: 2024-07-22.",Inference Workload,0.5143106579780579
2501.05899v1.pdf,"com/science/article/pii/S0164121224000451
[26] A. Gholami, S. Kim, Z. Dong, Z. Yao, M. W. Mahoney, and K. Keutzer,
“A survey of quantization methods for efficient neural network
inference,” 2021.",Model Optimization Techniques,0.5115497708320618
2501.05899v1.pdf,"Available:
https://doi.org/10.1145/3510003.3510221
[34] S. Shanbhag and S. Chimalakonda, “An exploratory study on energy
consumption of dataframe processing libraries,” in 2023 IEEE/ACM
20th International Conference on Mining Software Repositories (MSR).",Hardware Efficiency,0.5139928460121155
2501.05899v1.pdf,"Available:
https://doi.org/10.1145/3510003.3510221
[34] S. Shanbhag and S. Chimalakonda, “An exploratory study on energy
consumption of dataframe processing libraries,” in 2023 IEEE/ACM
20th International Conference on Mining Software Repositories (MSR).",System Configuration,0.5197510719299316
2501.05899v1.pdf,"[35] J. Bornholt, T. Mytkowicz, and K. S. McKinley, “The model is not
enough: Understanding energy consumption in mobile devices,” in 2012
IEEE Hot Chips 24 Symposium (HCS).",Hardware Efficiency,0.5889371037483215
2501.05899v1.pdf,"[35] J. Bornholt, T. Mytkowicz, and K. S. McKinley, “The model is not
enough: Understanding energy consumption in mobile devices,” in 2012
IEEE Hot Chips 24 Symposium (HCS).",System Configuration,0.5542616844177246
2501.05899v1.pdf,"[35] J. Bornholt, T. Mytkowicz, and K. S. McKinley, “The model is not
enough: Understanding energy consumption in mobile devices,” in 2012
IEEE Hot Chips 24 Symposium (HCS).",Deployment Environment,0.5287075638771057
2501.05899v1.pdf,"[36] A.
Jagannadharao,
N.
Beckage,
D.
Nafus,
and
S.
Chamberlin,
“Timeshifting strategies for carbon-efficient long-running large language
model training,” Innovations in Systems and Software Engineering, Dec.
2023.",Inference Workload,0.5777062177658081
2501.05899v1.pdf,"Cursaru, L. Duits, J. Milligan, D. Ural, B. R. Sanchez, V. Stoico,
and I. Malavolta, “A controlled experiment on the energy efficiency
of the source code generated by code llama,” in Quality of Information
and Communications Technology, A. Bertolino, J. Pascoal Faria, P. Lago,
and L. Semini, Eds.",System Configuration,0.5050404071807861
2501.05899v1.pdf,"Available: https://doi.org/10.1145/3643916.3644409
[41] L. Reynolds and K. McDonell, “Prompt programming for large
language
models:
Beyond
the
few-shot
paradigm,”
in
Extended
Abstracts
of
the
2021
CHI
Conference
on
Human
Factors
in
Computing Systems, ser.",Inference Workload,0.6062185764312744
1-s2.0-S0378778824008077-main.pdf,"En­
ergy performance diagnosis aims to identify poor energy performance in 
a building and determine the causes [2].",Deployment Environment,0.5220187306404114
1-s2.0-S0378778824008077-main.pdf,"Building energy systems are complex and 
diverse, and meter-level building energy data are usually heterogeneous 
across buildings [33].",Deployment Environment,0.5090333819389343
1-s2.0-S0378778824008077-main.pdf,"We need to format our tasks in a way that 
LLMs can follow [34] and explore the performance limits of generic 
LLMs in our tasks.",Model Size,0.5355257987976074
1-s2.0-S0378778824008077-main.pdf,"At 
the same time, different buildings have different system forms and en­
ergy usage characteristics, which also makes the energy optimization 
task for the same purpose need to be accomplished through different 
processes in different buildings.",Deployment Environment,0.5762201547622681
1-s2.0-S0378778824008077-main.pdf,Three kinds of uses of LLMs [18].,Model Size,0.5354515314102173
1-s2.0-S0378778824008077-main.pdf,"Table 1 
Some examples for the different uses of LLMs.",Model Size,0.5579967498779297
1-s2.0-S0378778824008077-main.pdf,"Section 3 provides a comprehensive overview of the technical back­
ground for LLM application, including the fundamentals, basic concepts 
of LLM, and practical methods and applications of LLM-based task 
solvers.",Model Size,0.537102997303009
1-s2.0-S0378778824008077-main.pdf,"Some researchers have attempted to 
inject domain knowledge into generic LLMs to make them outperform 
zero-shot generic LLMs in tasks.",Model Size,0.509182333946228
1-s2.0-S0378778824008077-main.pdf,"[29] injected BEM knowledge into the LLM model through fine- 
tuning.",Model Size,0.5338637828826904
1-s2.0-S0378778824008077-main.pdf,"Knowledge-driven 
methods include developing energy simulation models and using en­
ergy benchmarking with energy performance indicators (EPI).",Deployment Environment,0.562062680721283
1-s2.0-S0378778824008077-main.pdf,"A 
typical EPI is energy use intensity (EUI) for building-level performance 
diagnosis.",Deployment Environment,0.5130453705787659
1-s2.0-S0378778824008077-main.pdf,"To specif­
ically identify the causes that affect energy efficiency, researchers have 
proposed EPIs for system-level [2], equipment-level (component-level) 
[45,46], and room-level [39] to achieve detailed performance diagnosis.",Hardware Efficiency,0.5161224603652954
1-s2.0-S0378778824008077-main.pdf,"To specif­
ically identify the causes that affect energy efficiency, researchers have 
proposed EPIs for system-level [2], equipment-level (component-level) 
[45,46], and room-level [39] to achieve detailed performance diagnosis.",System Configuration,0.5355119109153748
1-s2.0-S0378778824008077-main.pdf,"To specif­
ically identify the causes that affect energy efficiency, researchers have 
proposed EPIs for system-level [2], equipment-level (component-level) 
[45,46], and room-level [39] to achieve detailed performance diagnosis.",Deployment Environment,0.5501177310943604
1-s2.0-S0378778824008077-main.pdf,"Latter, researchers found that scaling the model size or the training 
data size of PLMs can improve model capacity and enable them to solve 
complex tasks [62].",Model Size,0.5387454032897949
1-s2.0-S0378778824008077-main.pdf,"Latter, researchers found that scaling the model size or the training 
data size of PLMs can improve model capacity and enable them to solve 
complex tasks [62].",Inference Workload,0.515220046043396
1-s2.0-S0378778824008077-main.pdf,"Models with different architectures specialize in different tasks, but a 
recent study stated that scaling the model size may reduce the ability 
differences caused by model architecture [67].",Inference Workload,0.5495295524597168
1-s2.0-S0378778824008077-main.pdf,"Currently, most state-of- 
the-art LLMs are causal-decoder models, e.g., GPT-4, LLaMA [68], 
Claude, and Bard, while T5 [69] is an encoder-decoder model and GLM 
[70] is a prefix-decoder model.",Model Size,0.5348647236824036
1-s2.0-S0378778824008077-main.pdf,"• Instruction following: After fine-tuning using a mixture of multiple 
downstream task datasets (i.e., instruction tuning), LLMs perform 
well on unseen downstream tasks [71].",Inference Workload,0.5033726692199707
1-s2.0-S0378778824008077-main.pdf,"It should be noted, however, that 
current LLMs still have the following shortcomings which may affect 
task performance.",Model Size,0.5444178581237793
1-s2.0-S0378778824008077-main.pdf,"• Knowledge cutoff: Because LLMs are trained on data that is time- 
sensitive, they may generate responses that are outdated.",Model Size,0.5595952868461609
1-s2.0-S0378778824008077-main.pdf,"This 
method involves augmenting the encoding process with extensive docu­
ments or passages retrieved from unstructured data, thereby improving 
the LLM’s performance in outputting accurate answers, reducing hallu­
cinations, and keeping the knowledge up-to-date [82].",Model Size,0.5050102472305298
1-s2.0-S0378778824008077-main.pdf,"Workflow description
The framework aims to use the building energy audit report as the 
input and then complete energy efficiency diagnosis and audit recom­
mendations for the building.",Deployment Environment,0.5100206136703491
1-s2.0-S0378778824008077-main.pdf,"Level
Description
EPI
Building
Energy use of the whole building
EUI = Total power consumption(kWh)
Building area(m2)
Building
Cooling load allocation for building area
ACL = Configured cooling load(W)
Building area(m2)
HVAC component
Energy performance of the cold and heat source
COP =
Accumulated cooling load(kWh)
Total power consumption of the source equipments(kWh)
HVAC component
Energy performance of the distribution system
WTF =
Accumulated cooling load(kWh)
Total power consumption of the distribution system(kWh)
HVAC component
Energy performance of the HVAC terminal
EER =
Accumulated cooling load(kWh)
Total power consumption of the HVAC terminals(kWh)
T. Xiao and P. Xu                                                                                                                                                                                                                              
Energy & Buildings 322 (2024) 114691 
9 
database, and created a retrieval tool individually.",Deployment Environment,0.555235743522644
1-s2.0-S0378778824008077-main.pdf,"Needed data
Estimation method
Configured cooling load
Configured cooling load =
∑
all non−standby
cold sources
Rated cooling capacity of each cold source(kW)
Accumulated cooling load
Accumulated cooling load = η × Configured cooling load(kW)
where η is a factor to estimate the ratio of a building’s total annual load to its annual peak load.",Deployment Environment,0.5332825183868408
1-s2.0-S0378778824008077-main.pdf,"Total power consumption 
of the source equipment / 
Total power consumption 
of the distribution 
system/ 
Total power consumption 
of the HVAC terminals 
(Esubsystem)
Esubsystem =
∑
all relevant equipment
in the subsystem
Energy consumption of the equipment(kWh)When Energy consumption of the equipmentis not available from the report,
Energy consumption of the equipment(kWh) = Rated power of the equipment(kW) ×
Annual operating hour of the equipment(h) When Annual operating hour of the equipmentis not available from the report,
Annual operating hour of the equipment =
∑
s∈S
(∑
d∈Dworkday hworkday
s,d
+
∑
d∈Dweekend hworkeend
s,d
)
where S is the set of seasons; Dworkday and Dweekend represent the sets of weekdays and weekends, respectively; hworkday
s,d 
and hworkeend
s,d 
represent the number 
of operating hours of the equipment on weekdays and weekends, respectively.",Hardware Efficiency,0.5079486966133118
1-s2.0-S0378778824008077-main.pdf,"Total power consumption 
of the source equipment / 
Total power consumption 
of the distribution 
system/ 
Total power consumption 
of the HVAC terminals 
(Esubsystem)
Esubsystem =
∑
all relevant equipment
in the subsystem
Energy consumption of the equipment(kWh)When Energy consumption of the equipmentis not available from the report,
Energy consumption of the equipment(kWh) = Rated power of the equipment(kW) ×
Annual operating hour of the equipment(h) When Annual operating hour of the equipmentis not available from the report,
Annual operating hour of the equipment =
∑
s∈S
(∑
d∈Dworkday hworkday
s,d
+
∑
d∈Dweekend hworkeend
s,d
)
where S is the set of seasons; Dworkday and Dweekend represent the sets of weekdays and weekends, respectively; hworkday
s,d 
and hworkeend
s,d 
represent the number 
of operating hours of the equipment on weekdays and weekends, respectively.",Deployment Environment,0.5403309464454651
1-s2.0-S0378778824008077-main.pdf,"Considering LLMs are probabilistic models and 
may generate different results each time, we ran the framework three 
times for each case to investigate the average performance.",Model Size,0.5508360862731934
1-s2.0-S0378778824008077-main.pdf,"Considering LLMs are probabilistic models and 
may generate different results each time, we ran the framework three 
times for each case to investigate the average performance.",Inference Workload,0.5323922038078308
1-s2.0-S0378778824008077-main.pdf,"The building uses forms of energy other than 
electricity, but the expression “annual energy consumption” was used to 
present the annual electricity consumption, leading to the extraction of 
incorrect information.",Deployment Environment,0.5252660512924194
1-s2.0-S0378778824008077-main.pdf,"They include 
different available energy data with different data units.",Hardware Efficiency,0.6236653923988342
1-s2.0-S0378778824008077-main.pdf,"They include 
different available energy data with different data units.",Deployment Environment,0.5904736518859863
1-s2.0-S0378778824008077-main.pdf,"They include 
different available energy data with different data units.",Duration of Use,0.5407004356384277
1-s2.0-S0378778824008077-main.pdf,"At the same 
time, the three buildings have different forms of energy systems, which 
require different information to be extracted and different indicators to 
be applied for energy efficiency diagnosis.",Deployment Environment,0.5333893895149231
1-s2.0-S0378778824008077-main.pdf,"At the same time, the multi-agent model structure has a clearer and 
more explainable structure than a single LLM model, and thus may help 
engineers to better understand the results and developers to further 
improve the model performance.",Model Size,0.5150936841964722
1-s2.0-S0378778824008077-main.pdf,"However, in practical energy optimization tasks, the wider appli­
cation scenarios are daily and hourly energy efficiency diagnosis and 
retrofit decision-making combined with energy-saving potential analysis.",Deployment Environment,0.518194854259491
1-s2.0-S0378778824008077-main.pdf,"For example, building performance 
simulation tools (e.g., EnergyPlus) could simulate the hourly energy per­
formance of a given building, and thus benefit building performance 
optimization and retrofit decision [114].",Hardware Efficiency,0.5020706653594971
1-s2.0-S0378778824008077-main.pdf,"For example, building performance 
simulation tools (e.g., EnergyPlus) could simulate the hourly energy per­
formance of a given building, and thus benefit building performance 
optimization and retrofit decision [114].",Deployment Environment,0.503633439540863
1-s2.0-S0378778824008077-main.pdf,"Meanwhile, quantitatively assessing the impact of these two parameters on the overall model is expensive.",Model Size,0.5121385455131531
1-s2.0-S0378778824008077-main.pdf,"EER
−
−
Not enough data provided
#2
EUI
No
−
Need unit conversion (tce to kWh)
ACL
No
−
WTF
Yes
Accumulated cooling load; energy consumption of the pumps; annual operating 
hour
For chilled water system and cool water system, 
respectively.",Deployment Environment,0.5164365768432617
1-s2.0-S0378778824008077-main.pdf,"EER
Yes
Accumulated cooling load; energy consumption of the terminal units; annual 
operating hour
#3
EUI
No
−
ACL
No
−
WTF
Yes
Accumulated cooling load; energy consumption of the pumps
For chilled water system and cool water system, 
respectively.",Deployment Environment,0.5127440094947815
1-s2.0-S0378778824008077-main.pdf,"Fan, J. Yan, D. Pan, A dynamic energy benchmarking 
methodology on room level for energy performance evaluation, Journal of 
Building Engineering 42 (2021) 102837, https://doi.org/10.1016/j.",Deployment Environment,0.5197176933288574
1-s2.0-S0378778824008077-main.pdf,"Lam, Benchmarking the energy efficiency of 
commercial buildings, Appl.",Deployment Environment,0.5369901657104492
1-s2.0-S0378778824008077-main.pdf,Talking About Large Language Models.,Inference Workload,0.514051616191864
1-s2.0-S0378778824008077-main.pdf,"Le, 
D. Zhou, Chain-of-Thought Prompting Elicits Reasoning in Large Language 
Models.",Inference Workload,0.547762393951416
1-s2.0-S0378778824008077-main.pdf,deeplearning.ai/chatgpt-prompt-eng/lesson/1/introduction (accessed 11.22.23).,Inference Workload,0.5047356486320496
Real_Post-Training_Quantization_Framework_for_Resource-Optimized_Multiplier_in_LLMs.pdf,"Our method primarily focuses on minimizing
the mantissa bits in floating-point multiplications, identified as
the most resource-intensive components.",Model Optimization Techniques,0.5785696506500244
Real_Post-Training_Quantization_Framework_for_Resource-Optimized_Multiplier_in_LLMs.pdf,"In addition, we
present a custom-designed multiplier, greatly enhancing resource-
efficiency.",Model Optimization Techniques,0.5131988525390625
Real_Post-Training_Quantization_Framework_for_Resource-Optimized_Multiplier_in_LLMs.pdf,"However, it mainly relies on simulated quantization,
which reverts to unquantized data for computation [9], [21],
limiting its effectiveness for employing lightweight hardware.",Model Optimization Techniques,0.5835482478141785
