,File,Text Segment,Code,Score
32,2501.05899v1.pdf,"This study focuses on the energy
consumption related to GPU usage without considering the
carbon emission.",System Configuration,0.5717467069625854
33,2501.05899v1.pdf,"This study focuses on the energy
consumption related to GPU usage without considering the
carbon emission.",Deployment Environment,0.5771567225456238
34,2501.05899v1.pdf,"The few-shots prompting [24]
involves multiple examples, allowing the model to generalize
more effectively with limited supervision [25].",Inference Workload,0.5530367493629456
35,2501.05899v1.pdf,"Quantization [26] is a technique that reduces the compu-
tational and memory requirements of LLMs by lowering the
precision of their numerical representations (e.g., from 32-bit
to 8-bit).",Model Optimization Techniques,0.5619469881057739
38,2501.05899v1.pdf,"In this paper,
we leverage quantization alongside PETs to minimize the
computational cost while maintaining performance in code-
related tasks.",Model Optimization Techniques,0.6275598406791687
41,2501.05899v1.pdf,"Since our study
focuses on the energy effects on the GPU, we rely on the
gpu energy value to support the evaluation.",Hardware Efficiency,0.6622422933578491
42,2501.05899v1.pdf,"Since our study
focuses on the energy effects on the GPU, we rely on the
gpu energy value to support the evaluation.",System Configuration,0.6326700448989868
44,2501.05899v1.pdf,"Therefore,
we employ the following metrics:
➤Energy Consumption: This metric quantifies the energy
consumed during the inference phase of Llama excluding the
model loading.",Inference Workload,0.5642917156219482
45,2501.05899v1.pdf,"Therefore,
we employ the following metrics:
➤Energy Consumption: This metric quantifies the energy
consumed during the inference phase of Llama excluding the
model loading.",Hardware Efficiency,0.5710163712501526
47,2501.05899v1.pdf,"In its report, we focus on the value of gpu energy
which calculates the energy consumed during in the inference,
expressed in kWh.",Hardware Efficiency,0.6643734574317932
48,2501.05899v1.pdf,"In its report, we focus on the value of gpu energy
which calculates the energy consumed during in the inference,
expressed in kWh.",System Configuration,0.6262621879577637
63,2501.05899v1.pdf,"The results show that explicitly asking to
generate energy-efficient code results in an equal or worse
energy efficiency.",Model Optimization Techniques,0.5645266771316528
68,2501.05899v1.pdf,"[2] S. Georgiou, M. Kechagia, and D. Spinellis, “Analyzing programming
languages’ energy consumption: An empirical study,” in Proceedings of
the 21st Pan-Hellenic Conference on Informatics, 2017, pp.",System Configuration,0.5965276956558228
82,2501.05899v1.pdf,"[35] J. Bornholt, T. Mytkowicz, and K. S. McKinley, “The model is not
enough: Understanding energy consumption in mobile devices,” in 2012
IEEE Hot Chips 24 Symposium (HCS).",Hardware Efficiency,0.5889371037483215
83,2501.05899v1.pdf,"[35] J. Bornholt, T. Mytkowicz, and K. S. McKinley, “The model is not
enough: Understanding energy consumption in mobile devices,” in 2012
IEEE Hot Chips 24 Symposium (HCS).",System Configuration,0.5542616844177246
85,2501.05899v1.pdf,"[36] A.
Jagannadharao,
N.
Beckage,
D.
Nafus,
and
S.
Chamberlin,
“Timeshifting strategies for carbon-efficient long-running large language
model training,” Innovations in Systems and Software Engineering, Dec.
2023.",Inference Workload,0.5777062177658081
87,2501.05899v1.pdf,"Available: https://doi.org/10.1145/3643916.3644409
[41] L. Reynolds and K. McDonell, “Prompt programming for large
language
models:
Beyond
the
few-shot
paradigm,”
in
Extended
Abstracts
of
the
2021
CHI
Conference
on
Human
Factors
in
Computing Systems, ser.",Inference Workload,0.6062185764312744
91,1-s2.0-S0378778824008077-main.pdf,"At 
the same time, different buildings have different system forms and en­
ergy usage characteristics, which also makes the energy optimization 
task for the same purpose need to be accomplished through different 
processes in different buildings.",Deployment Environment,0.5762201547622681
93,1-s2.0-S0378778824008077-main.pdf,"Table 1 
Some examples for the different uses of LLMs.",Model Size,0.5579967498779297
97,1-s2.0-S0378778824008077-main.pdf,"Knowledge-driven 
methods include developing energy simulation models and using en­
ergy benchmarking with energy performance indicators (EPI).",Deployment Environment,0.562062680721283
101,1-s2.0-S0378778824008077-main.pdf,"To specif­
ically identify the causes that affect energy efficiency, researchers have 
proposed EPIs for system-level [2], equipment-level (component-level) 
[45,46], and room-level [39] to achieve detailed performance diagnosis.",Deployment Environment,0.5501177310943604
108,1-s2.0-S0378778824008077-main.pdf,"• Knowledge cutoff: Because LLMs are trained on data that is time- 
sensitive, they may generate responses that are outdated.",Model Size,0.5595952868461609
111,1-s2.0-S0378778824008077-main.pdf,"Level
Description
EPI
Building
Energy use of the whole building
EUI = Total power consumption(kWh)
Building area(m2)
Building
Cooling load allocation for building area
ACL = Configured cooling load(W)
Building area(m2)
HVAC component
Energy performance of the cold and heat source
COP =
Accumulated cooling load(kWh)
Total power consumption of the source equipments(kWh)
HVAC component
Energy performance of the distribution system
WTF =
Accumulated cooling load(kWh)
Total power consumption of the distribution system(kWh)
HVAC component
Energy performance of the HVAC terminal
EER =
Accumulated cooling load(kWh)
Total power consumption of the HVAC terminals(kWh)
T. Xiao and P. Xu                                                                                                                                                                                                                              
Energy & Buildings 322 (2024) 114691 
9 
database, and created a retrieval tool individually.",Deployment Environment,0.555235743522644
115,1-s2.0-S0378778824008077-main.pdf,"Considering LLMs are probabilistic models and 
may generate different results each time, we ran the framework three 
times for each case to investigate the average performance.",Model Size,0.5508360862731934
118,1-s2.0-S0378778824008077-main.pdf,"They include 
different available energy data with different data units.",Hardware Efficiency,0.6236653923988342
119,1-s2.0-S0378778824008077-main.pdf,"They include 
different available energy data with different data units.",Deployment Environment,0.5904736518859863
134,Real_Post-Training_Quantization_Framework_for_Resource-Optimized_Multiplier_in_LLMs.pdf,"Our method primarily focuses on minimizing
the mantissa bits in floating-point multiplications, identified as
the most resource-intensive components.",Model Optimization Techniques,0.5785696506500244
136,Real_Post-Training_Quantization_Framework_for_Resource-Optimized_Multiplier_in_LLMs.pdf,"However, it mainly relies on simulated quantization,
which reverts to unquantized data for computation [9], [21],
limiting its effectiveness for employing lightweight hardware.",Model Optimization Techniques,0.5835482478141785
139,Real_Post-Training_Quantization_Framework_for_Resource-Optimized_Multiplier_in_LLMs.pdf,"2) Quantization that minimizes Mantissa Bits: The pro-
posed method focuses on minimizing the number of
mantissa bits, whose associated operation are the most
resource-intensive components in FP multiplications.",Model Optimization Techniques,0.5513065457344055
142,Real_Post-Training_Quantization_Framework_for_Resource-Optimized_Multiplier_in_LLMs.pdf,"Real quantization, however,
computes in quantized format, fully leveraging the reduced
precision to facilitate the use of efficient, compact hardware.",Model Optimization Techniques,0.5598247051239014
149,HOLES_Boosting_Large_Language_Models_Efficiency_with_Hardware-Friendly_Lossless_Encoding.pdf,"By quantizing weights and activations us-
ing low-bit integers, we can signiﬁcantly reduce GPU memory
requirements and accelerate compute-intensive operations [4],
[5].",Model Optimization Techniques,0.5552943348884583
152,HOLES_Boosting_Large_Language_Models_Efficiency_with_Hardware-Friendly_Lossless_Encoding.pdf,"However, these techniques often
demand complex architectural designs and substantial hard-
ware overhead to handle diverse parameter distributions [15].",Model Optimization Techniques,0.5695730447769165
156,HOLES_Boosting_Large_Language_Models_Efficiency_with_Hardware-Friendly_Lossless_Encoding.pdf,"BACKGROUND
A. Quantization Schemes
Quantization is an effective technique to compress neural
networks by reducing the bitwidth of parameters.",Model Optimization Techniques,0.5781224370002747
166,HOLES_Boosting_Large_Language_Models_Efficiency_with_Hardware-Friendly_Lossless_Encoding.pdf,"the opportunity to further reduce memory usage and enhance
computational efﬁciency.",Model Optimization Techniques,0.6413003206253052
171,HOLES_Boosting_Large_Language_Models_Efficiency_with_Hardware-Friendly_Lossless_Encoding.pdf,Energy efﬁciency with different model size.,Hardware Efficiency,0.6031098365783691
173,HOLES_Boosting_Large_Language_Models_Efficiency_with_Hardware-Friendly_Lossless_Encoding.pdf,Energy efﬁciency with different model size.,Duration of Use,0.5938507914543152
184,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"In addition, we leverage
input batch size and different quantization levels to optimize their inference energy efficiency and latency.",Model Optimization Techniques,0.5891743302345276
187,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"However, the focus is usually put on tracking and reducing
the energy – and corresponding CO2 emissions – used for
training models while disregarding their energy consumption
during inference.",Hardware Efficiency,0.5681207180023193
190,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"While the energy consumption during inference is less
intensive than during training, we argue that energy
consumption during inference is more important for a number
of reasons.",Inference Workload,0.5734083652496338
192,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"For more information, see https://creativecommons.org/licenses/by/4.0/
VOLUME 12, 2024
M. F. Argerich, M. Patiño-Martínez: Measuring and Improving the Energy Efficiency
TABLE 1.",Hardware Efficiency,0.5691723227500916
193,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"For more information, see https://creativecommons.org/licenses/by/4.0/
VOLUME 12, 2024
M. F. Argerich, M. Patiño-Martínez: Measuring and Improving the Energy Efficiency
TABLE 1.",Deployment Environment,0.5750311017036438
195,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Secondly, training can be deferred to times when
energy is generated from a higher proportion of low-carbon
or renewable sources, reducing the CO2 emissions related to
the model training while inference is usually time-sensitive
and its execution cannot be delayed.",Duration of Use,0.5774555206298828
203,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Our contributions are
the following:
1) We analyze the current challenges of monitoring the
energy consumption of software, and in particular,
LLMs, in Section II.",System Configuration,0.5879871249198914
207,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"2) We design and implement a software tool to easily
measure the energy consumption of any code on Linux,
capable of distinguishing the consumption of CPU,
memory, GPU and storage (Section IV).",System Configuration,0.6079910397529602
208,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"2) We design and implement a software tool to easily
measure the energy consumption of any code on Linux,
capable of distinguishing the consumption of CPU,
memory, GPU and storage (Section IV).",Model Optimization Techniques,0.5535227656364441
212,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Section II
introduces the basics and challenges of measuring the
energy consumption of software and LLMs.",System Configuration,0.5666396617889404
217,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"However, measuring the energy
consumption of software is a far more complicated task:
A) Many times software runs on servers or machines that
cannot be accessed, e.g., on the cloud.",Deployment Environment,0.5890353322029114
222,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"In order
to accurately estimate the energy consumption of a
particular piece of software, we need to keep track of
the exact time at which the software executes, usually to
a precision of milliseconds.",System Configuration,0.5514718890190125
224,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Several software tools have emerged to deal with these lim-
itations, allowing the measurement of energy consumption
VOLUME 12, 2024
80195
M. F. Argerich, M. Patiño-Martínez: Measuring and Improving the Energy Efficiency
of applications without the need for any additional hard-
ware.",System Configuration,0.5821976065635681
225,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Several software tools have emerged to deal with these lim-
itations, allowing the measurement of energy consumption
VOLUME 12, 2024
80195
M. F. Argerich, M. Patiño-Martínez: Measuring and Improving the Energy Efficiency
of applications without the need for any additional hard-
ware.",Model Optimization Techniques,0.6026261448860168
227,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"E.g., Intel Running Average Power
Limit (RAPL) [17] measures the energy consumption
through sensors on the vendor’s processors that are
not available on other architectures.",Hardware Efficiency,0.5703407526016235
236,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"RELATED WORK
This section presents several approaches to facilitate the
measurement of energy consumption and the environmental
impact of software.",System Configuration,0.5521218776702881
237,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"RELATED WORK
This section presents several approaches to facilitate the
measurement of energy consumption and the environmental
impact of software.",Deployment Environment,0.5589539408683777
241,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Even though RAPL and the NVIDIA
CLI provide useful and accurate energy readings, their
measurements are not provided for individual processes
(challenge C).",System Configuration,0.5567354559898376
246,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Kepler utilizes RAPL and
nvidia-smi when available; otherwise, it estimates the energy
usage of CPU, GPU and memory by combining eBPF probes
and pretrained linear regression models.",Hardware Efficiency,0.5851671695709229
248,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"It tracks
the energy consumption of the CPU, memory, and GPU,
using RAPL and nvidia-smi if available, otherwise utilizing
linear regression models to estimate their consumption.",Hardware Efficiency,0.6662169098854065
249,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"It tracks
the energy consumption of the CPU, memory, and GPU,
using RAPL and nvidia-smi if available, otherwise utilizing
linear regression models to estimate their consumption.",System Configuration,0.6077706813812256
257,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"It uses metrics
obtained from NVML and RAPL to calculate the energy
consumption of the CPU and the GPU, and estimates the
corresponding carbon emissions.",Hardware Efficiency,0.6797491312026978
258,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"It uses metrics
obtained from NVML and RAPL to calculate the energy
consumption of the CPU and the GPU, and estimates the
corresponding carbon emissions.",System Configuration,0.5890917778015137
259,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"It uses metrics
obtained from NVML and RAPL to calculate the energy
consumption of the CPU and the GPU, and estimates the
corresponding carbon emissions.",Deployment Environment,0.5878046154975891
262,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"While providing insights for reducing the energy consump-
tion and consequent environmental cost of LLMs during
training, these works ignore the inference phase, which as
we have discussed, has a considerably higher environmental
impact.",Model Size,0.5573625564575195
263,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Some recent research papers also consider the energy
consumption of LLMs during inference.",Model Size,0.5677151679992676
269,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"In this article we analyze how energy consumption
is impacted by the model architecture, batch size and
quantization
on
different
sizes
of
open-source
LLM
architectures.",Model Optimization Techniques,0.5714135766029358
271,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"MEASURING THE ENERGY CONSUMPTION OF LLMS
After considering the challenges of measuring the energy
consumption of software and the limitations of current
approaches, we have designed and implemented an energy-
measuring Python module, EnergyMeter, for measuring the
energy consumption of state-of-the-art LLMs.",System Configuration,0.6138009428977966
272,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Notably, our
approach is the first to the best of our knowledge to measure
the energy consumption of CPU, memory, GPU, and storage
in environments with Intel processors, NVIDIA GPUs,
and Linux operating systems.",Hardware Efficiency,0.5822358131408691
273,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Notably, our
approach is the first to the best of our knowledge to measure
the energy consumption of CPU, memory, GPU, and storage
in environments with Intel processors, NVIDIA GPUs,
and Linux operating systems.",System Configuration,0.633651614189148
276,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"In the following, we describe the design of Ener-
gyMeter, the particular methods used to estimate the energy
consumption of CPU, GPU, memory, and storage, and its
limitations.",Hardware Efficiency,0.5911564826965332
277,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"In the following, we describe the design of Ener-
gyMeter, the particular methods used to estimate the energy
consumption of CPU, GPU, memory, and storage, and its
limitations.",System Configuration,0.6187479496002197
278,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"In the following, we describe the design of Ener-
gyMeter, the particular methods used to estimate the energy
consumption of CPU, GPU, memory, and storage, and its
limitations.",Model Optimization Techniques,0.5792301297187805
279,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"A. ENERGYMETER
EnergyMeter is a Python module that combines RAPL,
NVIDIA-SMI, and eBPF to estimate the energy consumption
of the main components of a computer with only three lines of
code.",Hardware Efficiency,0.5855399370193481
281,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"The
invocation to the method energy_meter.end() stops
the measurements and provides the EnergyMeter metrics: the
total joules used by the system, its distribution in the different
components (total joules used by the CPU, memory, GPU,
and storage), and the duration of the measurement period in
seconds.",Hardware Efficiency,0.556149959564209
283,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"EnergyMeter implements a combination of some of the
previously described tools to obtain the energy consumption
of the following components:
1) CPU
We leverage pyRAPL to estimate the total energy used by the
CPU.",Hardware Efficiency,0.5747461915016174
284,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"EnergyMeter implements a combination of some of the
previously described tools to obtain the energy consumption
of the following components:
1) CPU
We leverage pyRAPL to estimate the total energy used by the
CPU.",System Configuration,0.5886632800102234
287,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"2) GPU
We use pyNVML [24] to access nvidia-smi and sample the
power draw of the GPU during the measurement period.",System Configuration,0.5650815963745117
289,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Once the user invokes the
energy_meter.end() method, the total energy used by
the GPU is calculated as the mean power draw (µPGPU)
applied along the duration of the measurement period (T)
using the formula:
EGPU =
Z T
0
µPGPU(t)dt
(1)
The user can decide if the energy used when the GPU is
idle should be accounted for.",Hardware Efficiency,0.616649866104126
290,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Once the user invokes the
energy_meter.end() method, the total energy used by
the GPU is calculated as the mean power draw (µPGPU)
applied along the duration of the measurement period (T)
using the formula:
EGPU =
Z T
0
µPGPU(t)dt
(1)
The user can decide if the energy used when the GPU is
idle should be accounted for.",System Configuration,0.5651519298553467
291,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"By default, the energy used
when idle is ignored; to do this, we remove the power draw
samples when the GPU utilization percentage was 0 from
the calculation of µPGPU and reduce the time interval (0, T)
accordingly.",Hardware Efficiency,0.5918157696723938
292,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"By default, the energy used
when idle is ignored; to do this, we remove the power draw
samples when the GPU utilization percentage was 0 from
the calculation of µPGPU and reduce the time interval (0, T)
accordingly.",System Configuration,0.5712129473686218
296,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"V. MEASURING AND IMPROVING THE ENERGY
EFFICIENCY OF LLMS WITH ENERGYMETER
This section describes the scenarios and parameters used
for the evaluation of the energy consumption of LLMs
during inference, finding opportunities to improve their
energy and computing efficiency.",Hardware Efficiency,0.5743842124938965
297,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"V. MEASURING AND IMPROVING THE ENERGY
EFFICIENCY OF LLMS WITH ENERGYMETER
This section describes the scenarios and parameters used
for the evaluation of the energy consumption of LLMs
during inference, finding opportunities to improve their
energy and computing efficiency.",System Configuration,0.565523624420166
298,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We analyze how the energy
consumption of LLMs varies with the following parameters
and settings:
A) Model size.",Model Size,0.6392214298248291
300,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We analyze how the energy
consumption of LLMs varies with the following parameters
and settings:
A) Model size.",Hardware Efficiency,0.5558880567550659
303,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"This defines the number of operations that need to be
calculated during training and inference as well as how
much memory is required to load the model.",Model Size,0.5818518996238708
304,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"This defines the number of operations that need to be
calculated during training and inference as well as how
much memory is required to load the model.",Inference Workload,0.5868582725524902
305,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"This defines the number of operations that need to be
calculated during training and inference as well as how
much memory is required to load the model.",Hardware Efficiency,0.6608508825302124
306,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"This defines the number of operations that need to be
calculated during training and inference as well as how
much memory is required to load the model.",Duration of Use,0.5695762634277344
308,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We will analyze
how the energy consumption varies according to the
model size during the inference phase.",Inference Workload,0.620560348033905
309,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We will analyze
how the energy consumption varies according to the
model size during the inference phase.",Hardware Efficiency,0.6798484325408936
311,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We will analyze
how the energy consumption varies according to the
model size during the inference phase.",Deployment Environment,0.5615019798278809
312,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We will analyze
how the energy consumption varies according to the
model size during the inference phase.",Duration of Use,0.6721788644790649
313,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We will analyze if these parameters also
affect energy consumption.",Hardware Efficiency,0.5944055318832397
314,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We will analyze if these parameters also
affect energy consumption.",Deployment Environment,0.5904715657234192
315,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We will analyze if these parameters also
affect energy consumption.",Duration of Use,0.5804336667060852
316,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,This also impacts the energy usage of LLMs.,Model Size,0.5512902736663818
318,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,This also impacts the energy usage of LLMs.,Deployment Environment,0.5565731525421143
319,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,This also impacts the energy usage of LLMs.,Duration of Use,0.5645894408226013
321,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We will evaluate how
quantization to different data types affects the energy
used by LLMs.",Model Optimization Techniques,0.5561124086380005
323,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We will implement a QA application and observe
its energy consumption during setup and QA.",Deployment Environment,0.567966639995575
324,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"ENERGY AND PERFORMANCE EVALUATION
The goal of the evaluation is to measure how model size,
architecture, batch size, and weights quantization affect
the energy consumption and latency of LLMs inference
for text generation.",Inference Workload,0.6193860769271851
326,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We further specify the energy
consumption per component for CPU, GPU, memory and
storage measured by EnergyMeter.",Hardware Efficiency,0.6927115321159363
327,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We further specify the energy
consumption per component for CPU, GPU, memory and
storage measured by EnergyMeter.",System Configuration,0.652061939239502
328,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We further specify the energy
consumption per component for CPU, GPU, memory and
storage measured by EnergyMeter.",Deployment Environment,0.6102721095085144
331,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"MODEL SIZE
One
of
the
main
differences
between
the
different
open-source LLMs is their size in number of parameters.",Model Size,0.6658120155334473
332,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Even though larger models are usually more accurate, they
also require more computing resources, which affects energy
consumption.",Hardware Efficiency,0.6508766412734985
334,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Even though larger models are usually more accurate, they
also require more computing resources, which affects energy
consumption.",Deployment Environment,0.6077402234077454
335,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"Even though larger models are usually more accurate, they
also require more computing resources, which affects energy
consumption.",Duration of Use,0.6068337559700012
336,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"This is a suite of
LLMs with different sizes and the same base architecture,
which has been created to analyze how size affects model
performance.",Model Size,0.6056532859802246
339,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"In this experiment, we load the weights of each model on
the GPU memory in 16 bits (i.e., float16) and its tokenizer
on the main memory.",Inference Workload,0.5645608901977539
341,Measuring_and_Improving_the_Energy_Efficiency_of_Large_Language_Models_Inference.pdf,"We repeat this
process 10 times for each model using the same input text and
monitor the energy consumption using EnergyMeter.",Inference Workload,0.5678396224975586
